term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
really,-0.13276981,0.09994245,-0.022057526,0.13244626,-0.079594195,0.04546806,-0.07274358,0.02997058,-0.092447594,0.24671248,-0.12662274,0.103983976,0.041358374,0.03582687,-0.08538938,-0.16044687,0.14788194,-0.13046126,-0.13673641,0.055256326,0.06640214,-0.028965825,-0.22250745,0.16583972,0.36323255,-0.105311885,-0.032373168,0.028446479,-0.088149875,-0.018331181,-0.033318892,-0.20935388,-0.047956165,0.038491163,-0.12993051,0.30313984,0.15591349,-0.2693386,0.16826665,0.06099676,0.00066558865,-0.014963303,0.11744936,-0.010005037,0.02928451,0.06774959,0.010322426,0.049784698,0.24982297,-0.13574792,-0.0046112444,-0.31763983,-0.03007518,0.008665301,0.116787136,0.086202316,-0.07050581,-0.03482653,-0.07796433,0.13311626,-0.1496154,-0.13608788,-0.27766377,-0.14501363,0.09737813,0.10113367,-0.08539624,-0.03222476,0.004543048,-0.02171793,-0.020903425,-0.16911235,-0.2931537,-0.10958275,0.0035651808,-0.046759203,0.089487284,-0.042084623,-0.2139759,-0.20005877,-0.2321609,-0.09733351,-0.040342532,-0.004569642,-0.28697324,0.03565116,-0.23365697,-0.2924312,-0.16543671,0.011320449,-0.14145789,0.0076525854,0.041925754,-0.10486631,0.050773434,0.027450059,0.13517031,-0.07125143,-0.20018597,-0.1014608
must,0.110723965,0.025966015,-0.02966508,0.17495441,-0.14740677,0.21877004,0.020197857,0.1307323,-0.2521393,-0.01374707,-0.09564461,0.012700097,0.11086094,0.21955778,-0.2720654,-0.09596602,0.087393545,-0.1432192,-0.3034501,0.17164372,0.13266057,-0.24351144,-0.058425073,0.1845303,0.16799662,0.018565644,0.0011534145,0.22539419,-0.20628116,-0.20951921,-0.0005484273,-0.059586897,-0.06285088,-0.06816042,-0.10028424,0.19004528,0.09292417,-0.14408167,0.05260261,0.05747366,0.09953969,-0.094694994,0.2951422,-0.0065523023,0.013605001,0.095509395,-0.007318977,0.117349684,0.09812365,0.1213078,-0.10916807,-0.52625084,-0.013566186,0.13937367,0.12917975,-0.065470085,-0.08976372,0.14055096,-0.1558725,-0.0038767748,-0.19590811,-0.09282141,-0.3198671,-0.08661172,0.011185013,0.0065472466,-0.00015295859,-0.037176635,-0.17521808,0.09917379,-0.051820315,-0.19607133,-0.12389253,-0.08297141,-0.03249209,-0.13368057,0.0660179,0.10447541,-0.17534374,-0.187989,0.042412248,0.12141346,-0.08318305,0.10683965,-0.2624688,-0.0046302257,-0.25460732,-0.1531875,-0.018668737,0.070180826,-0.19882889,0.050268106,-0.02131525,-0.06369826,0.09765453,0.11932956,0.113498665,-0.07492845,-0.025232254,-0.10140718
could,0.015695732,0.05062749,0.03194523,0.2627106,-0.12879446,0.24382497,0.027143441,0.12775333,-0.2740685,0.04818643,-0.095976815,0.047772095,0.1478958,0.25352097,-0.24555482,-0.112000145,0.06833008,-0.2153988,-0.27029926,0.2829993,0.09274359,-0.22684436,-0.049995158,0.1311968,0.15191455,-0.03175531,-0.000903308,0.15508138,-0.10859945,-0.31734914,0.03302263,-0.11001138,-0.025896613,-0.03505266,-0.07782318,0.14511748,0.03719334,-0.09346912,0.0071394215,0.08551188,0.00093477365,-0.035864405,0.21661183,0.04842646,0.011000409,0.032504354,0.11216489,0.13895981,0.10831361,0.044909827,-0.030405436,-0.51601934,-0.028613957,0.092136584,0.11045574,-0.14076447,-0.0384848,0.083180495,-0.114224985,-0.0198467,-0.11826319,-0.14403722,-0.39235422,-0.038607635,-0.060239304,0.06577628,0.04249798,0.021327507,-0.18828553,0.026997177,0.055983443,-0.2881609,-0.15985,-0.097353116,0.030939993,-0.08094921,0.12814593,0.24157026,-0.14307614,-0.19512314,0.054993577,0.07031651,-0.08171444,0.07471514,-0.38523537,-0.021824611,-0.20373164,-0.2122276,-0.009371631,0.05799507,-0.31438395,0.027615165,0.035740685,-0.08606557,0.06898794,0.09719621,0.05146574,-0.066942364,-0.08125433,-0.10901776
when,-0.18945965,0.17579836,0.024391016,0.18445951,-0.1995332,0.23344934,-0.04799715,0.11499663,-0.09313469,0.18499243,-0.07393027,0.0357337,0.03033726,0.05250771,-0.15352206,-0.026543278,0.18757726,-0.18559217,-0.1658556,0.156474,0.08573697,-0.1299234,-0.18622454,0.18830024,0.26557478,-0.049267627,0.0096127195,0.04911647,-0.05463647,-0.16688366,-0.08988897,-0.20876893,-0.047153585,0.024260413,-0.059317622,0.21782847,0.24254484,-0.15802911,0.12525058,0.024354838,-0.019213857,0.012405964,0.17785352,0.052744716,-0.056658752,0.08852477,0.077545986,0.015378127,0.15047552,-0.00931662,0.027944356,-0.34732652,-0.116457805,0.04475791,0.07988474,-0.05926574,-0.009100959,0.09551303,-0.020607118,0.080329,-0.102086015,-0.22677805,-0.23187461,-0.031380497,0.004238086,0.066561766,-0.08387853,0.008182326,-0.1894483,-0.029682556,0.03304184,-0.20222573,-0.24708325,-0.10265176,-0.02387876,-0.14639768,0.058737747,0.107489884,-0.14075668,-0.20401394,-0.17741789,0.0772309,-0.079665855,-0.007398983,-0.3223954,-0.014281256,-0.21343628,-0.21185604,-0.17802855,-0.03799428,-0.21059474,0.042823166,0.085562356,-0.059827503,0.030593207,-0.009895803,0.08978022,-0.006371343,-0.11469462,-0.098373234
thank,0.08341474,-0.02969925,-0.022436574,0.03688203,0.02842851,0.02950781,-0.018323556,-0.062822215,-0.13771565,0.19848406,-0.18461353,0.067584,0.12056024,0.21512648,-0.30948353,-0.1099183,0.2712945,-0.19259949,-0.34960917,0.08353187,0.11374875,-0.10540712,-0.103229634,0.14731227,0.32839113,-0.12579404,-0.056075826,0.06030114,-0.21057746,-0.06625511,-0.09495065,-0.074823715,-0.07703702,-0.005721098,-0.104124136,0.3202187,0.056919552,-0.20926733,0.072340384,0.023417676,-0.008754471,-0.15128596,0.093681596,0.11921198,-0.032066956,0.14764756,0.0378976,0.17094155,0.22846237,-0.07859717,0.047233492,-0.2923412,0.05977785,0.017273838,0.0813388,-0.0153667955,-0.23223232,-0.1598623,-0.068780206,0.026596662,-0.1719788,-0.22211199,-0.33701128,-0.19021884,0.035413325,0.1433712,-0.05664525,-0.19316207,0.031643186,0.0904021,-0.11668756,-0.108082995,-0.28756744,-0.03128432,-0.03100449,-0.048034165,0.046718728,0.046494484,-0.14029472,-0.20828535,-0.052789394,-0.25243136,-0.17078623,0.2217342,-0.21137553,0.1888085,-0.208877,-0.2658203,-0.16515009,0.10111986,-0.13602263,-0.03438576,0.082568415,-0.27930805,0.10853629,0.01904319,0.1392222,0.011942022,-0.06725225,-0.22231409
little,-0.17021154,0.14039354,0.08638083,-0.050852638,-0.068920955,0.104165636,-0.049110547,0.090095624,-0.1003845,0.28721634,-0.12578055,0.025160544,0.09456702,-0.020949693,-0.08913215,-0.17100666,0.13003139,-0.14250837,-0.19209352,0.13641514,0.09908055,-0.089217454,-0.16327284,0.21913561,0.36515746,-0.07426197,-0.13344122,0.0999501,-0.20267785,-0.081474975,-0.1337998,-0.067532174,-0.08500043,0.008831826,-0.14439653,0.3104504,0.16287513,-0.2696553,0.13268204,0.05090635,-0.024958238,0.050650273,0.16401333,0.068349145,-0.04037542,0.05039016,0.070360005,0.010396644,0.21122992,-0.0058709187,-0.051038835,-0.3617782,-0.09652997,0.027494095,0.08106828,-0.0007262695,-0.03592016,-0.01044762,-0.079507485,0.20932266,-0.11424877,-0.14326759,-0.2377652,-0.08838612,0.06807717,0.10270755,-0.12827784,0.08445803,-0.15077129,-0.043219768,0.06764044,-0.16552843,-0.19955334,-0.13816299,-0.0043977886,-0.16008978,0.11368416,0.07009273,-0.22095062,-0.16149987,-0.17194901,-0.014786288,-0.15672433,0.030740941,-0.30101654,-0.040712733,-0.24657035,-0.22492845,-0.198387,0.046397857,-0.11751215,0.050084308,0.0298352,-0.06948343,0.049452633,-0.047655366,0.13665126,-0.017867817,-0.118445426,-0.15232165
wait,0.0871341,-0.083982505,-0.057620402,-0.06048604,-0.1306355,0.002391085,-0.13566901,0.06255359,-0.21250047,0.111660816,-0.2273528,-0.0021611147,0.13108276,0.17723857,-0.23044124,-0.15596388,0.16884212,-0.17553388,-0.32303163,-0.015650112,0.09658323,-0.047722947,-0.047547024,0.16987278,0.2614863,0.0017476289,-0.19040407,0.017161619,-0.14530632,0.015350416,-0.19774814,-0.15998231,-0.22884844,-0.065766685,-0.08436979,0.18057106,0.06842397,-0.26005703,0.17288694,0.06709176,0.033020884,-0.18232575,0.12260448,-0.052759998,-0.010552297,0.22079858,0.052162286,0.08401964,0.18377611,-0.11471181,-0.10336274,-0.24843955,-0.03452858,0.05730591,0.06352244,0.015777983,-0.26804236,-0.17345887,-0.06158304,0.1692821,-0.15301128,-0.09906294,-0.33797035,-0.14587323,0.15367532,0.0788204,-0.09683816,-0.21529923,0.009720792,0.009958171,-0.12398757,-0.029053643,-0.19646432,-0.06436391,-0.13373002,-0.14448504,-0.04165106,-0.15665649,-0.09620625,-0.34016123,-0.15125988,-0.15057024,-0.12369214,0.28534156,-0.053370833,0.16890769,-0.066229254,-0.29325795,-0.19364418,0.08490911,-0.014677105,0.15214188,0.24612084,-0.16547233,0.01630796,-0.02807821,0.108633846,0.011750008,-0.058146864,-0.25173295
more,0.03907267,0.034647346,0.026255773,-0.0069610947,-0.26645845,0.21208975,-0.047962688,0.2118654,-0.21300647,-0.003428878,-0.121175386,-0.04947883,0.20354977,0.15818897,-0.14193222,-0.058949854,0.05575922,-0.17349547,-0.16093503,0.1773936,0.093094856,-0.19330598,-0.009281509,0.17943838,0.18066067,0.055574805,-0.03363891,0.101237275,-0.16692214,-0.07648503,-0.0052497266,-0.25125828,-0.09135278,-0.0120087415,-0.010313045,0.08052881,0.06442688,-0.16490708,0.088001944,0.04745182,0.035179116,-0.048926532,0.264282,-0.10233561,-6.24008e-05,-0.0029972394,-0.03181367,0.073486276,0.15997952,0.05337515,-0.010856807,-0.42331985,-0.094742775,0.0919748,0.14587128,-0.11517553,-0.024999782,0.026113478,-0.12890364,0.16853663,-0.018778617,-0.09941556,-0.3777623,-0.022623498,0.17118032,0.0074092355,0.046200268,0.01566862,-0.07168807,-0.10200814,0.07787832,-0.19252485,-0.12548956,-0.20506561,0.060197502,-0.1621172,0.10968369,-0.020181892,-0.2476164,-0.15959512,0.004146498,0.06574053,-0.11072988,0.10569231,-0.25572,-0.0009942756,-0.24990182,-0.30344057,-0.048057307,0.14887075,-0.057892796,0.13303395,0.009622628,-0.030073306,0.012338337,-0.022060273,0.13910556,-0.0430176,-0.07211224,-0.07987015
some,-0.018488828,0.026801765,0.026156621,0.048383936,-0.21177441,0.083266445,-0.087130755,0.10269149,-0.2571161,0.032361742,-0.17750451,0.014620665,0.2864382,0.31398046,-0.27675354,-0.15779969,0.08316404,-0.20911631,-0.28052327,0.079332635,0.13258411,-0.08876093,-0.038051162,0.13839664,0.16232032,0.056110375,-0.18905804,0.1145852,-0.14380941,-0.10599199,-0.17742768,-0.12278076,-0.1438235,-0.023094127,0.08145724,0.085366555,-0.07282355,-0.10301728,-0.08839772,0.10464916,-0.027057381,-0.14722998,0.22186181,0.04647004,-0.01673088,0.13999224,0.13447222,0.07555362,0.04036678,0.08600517,-0.12762776,-0.35884675,-0.07086341,0.019835513,0.054832254,-0.15960401,-0.09813622,-0.04300852,-0.17303494,0.16356267,-0.06406817,-0.08298112,-0.47144186,0.016530696,0.02759692,0.115828484,0.01782573,-0.07302511,-0.13992359,-0.025152296,-0.02024088,-0.2318018,-0.22009788,-0.03204833,-0.022009179,-0.160847,0.049225647,0.015804412,-0.12565185,-0.31758538,0.04913311,-0.052453108,-0.027344156,0.21338478,-0.19312188,0.13271281,-0.09389794,-0.2666048,-0.024430702,0.12536791,-0.10354363,0.19619514,0.120977275,-0.18560079,-0.035908878,0.063977115,0.012262081,0.04586994,0.036530316,-0.15677768
make,0.03201543,0.04028708,0.017438797,0.07584691,-0.15459378,0.075386114,-0.055258676,0.05346757,-0.31874397,0.039234683,-0.270639,0.101320006,0.18388833,0.32567862,-0.23891525,-0.1276253,0.10630259,-0.23462914,-0.31632668,0.1780187,0.022980189,-0.13546337,-0.0064723813,0.114804275,0.24742739,-0.03428089,-0.16907585,0.048864365,-0.10127922,-0.11096854,-0.10106899,-0.04612203,-0.16125262,0.02216231,0.007707833,0.1258731,-0.03344597,-0.16345806,0.0083637005,0.10953916,0.004752094,-0.1766931,0.18721844,0.034805596,0.016507696,0.1024845,0.10172603,0.061211035,0.10329506,-0.03084462,-0.09257596,-0.39282238,-0.030575959,0.028758947,0.0785944,-0.07299983,-0.18281989,-0.043845706,-0.14162335,0.11006906,-0.070880204,-0.1383067,-0.3831909,-0.0722705,0.024746323,0.09981455,0.03220833,-0.15831707,-0.082394354,0.012225905,-0.0733716,-0.10832845,-0.25241184,-0.042508382,-0.025735421,-0.1672153,0.052910913,0.053809237,-0.086417645,-0.32031184,-0.014224613,-0.07073879,-0.056690045,0.22405018,-0.1493171,0.19296244,-0.14460744,-0.27003774,-0.06764467,0.07885264,-0.16359715,0.11577994,0.11954189,-0.1515318,0.04215991,0.07694484,-0.0008693939,0.00532687,0.0043634987,-0.15879779
give,-0.04778839,0.05526092,-0.02751211,0.06263353,-0.14398676,0.021139765,-0.11048433,-0.0029112673,-0.24415101,0.15707073,-0.26662302,0.09323868,0.23689663,0.26818,-0.29457843,-0.11783026,0.10386142,-0.21921243,-0.38865378,0.08873618,0.03908,-0.07692905,-0.070643,0.09499755,0.29296848,-0.030597452,-0.25388503,0.08616531,-0.13895959,-0.090661146,-0.27171582,-0.0065069,-0.18585464,-0.020233223,0.022531642,0.1772104,-0.028002959,-0.14741609,-0.032048568,0.11686203,-0.022042701,-0.22837648,0.17841427,0.08393844,-0.015981438,0.11641112,0.16864434,0.04832232,0.028224915,0.018181317,-0.12625481,-0.37552413,-0.07295638,0.012868617,0.04086583,-0.0035448815,-0.18198209,-0.08371962,-0.17436934,0.13219632,-0.12988017,-0.13371596,-0.39136237,-0.038930614,-0.04024427,0.1499538,0.031220783,-0.16172853,-0.15487133,0.049117003,-0.082225,-0.12328445,-0.23756135,-0.031239623,-0.16296114,-0.25806153,-0.00096815225,0.05397015,-0.02185825,-0.3840541,-0.086774506,-0.12009732,-0.062879495,0.21429569,-0.13050205,0.2214105,-0.08797069,-0.25159982,-0.11408082,0.03845494,-0.16651212,0.124566086,0.12870568,-0.23754628,-0.060168706,0.05849162,0.007971149,0.0950928,0.04514929,-0.1977919
girl,-0.24877945,0.16109619,0.0016293318,0.050115418,-0.11411924,0.14393364,-0.007927428,0.06878493,-0.12813027,0.24213162,-0.0586725,0.018608304,0.015921373,-0.045502592,0.042407785,-0.10172226,0.056782905,-0.11244295,-0.05976912,0.1174915,0.06949558,-0.094795726,-0.19273865,0.21062611,0.37563944,-0.026324525,-0.079108365,-0.03943325,-0.12464029,0.02130754,-0.12617524,-0.21915852,-0.068999,0.0017692947,-0.13984616,0.290507,0.19438697,-0.33318245,0.15548581,0.06805241,0.026470143,0.07997612,0.2975696,-0.04748825,0.030308532,0.0049092397,-0.018712893,-0.03471394,0.26166332,-0.030496228,-0.045448598,-0.35761496,-0.114007905,0.13046157,0.10149687,0.085846335,0.08273712,0.13996722,-0.086844444,0.24749494,-0.113564216,-0.12583904,-0.2673416,-0.053697154,0.12766223,0.01580784,-0.025021149,0.054313753,-0.15815982,-0.07978344,0.05408254,-0.25216895,-0.22019807,-0.14802785,0.08143412,-0.16848485,0.035049077,0.033637967,-0.21054684,-0.15230979,-0.25027362,0.045066107,-0.13412648,-0.09861761,-0.3246701,-0.026967777,-0.3351758,-0.263584,-0.20368631,0.03652509,-0.050279804,0.077428296,0.0017611439,0.10265936,-0.04217679,-0.0214385,0.13664807,-0.07148121,-0.15935926,-0.07330513
down,-0.04305933,0.032062363,-0.075226955,0.09652127,-0.29973537,0.11059246,-0.067449704,0.07290781,-0.14797652,0.0045716423,-0.15213042,-0.014253766,0.07881227,0.17195646,-0.19995737,-0.044863995,0.16605264,-0.15217909,-0.13493836,-0.0038066015,0.07145561,-0.07409257,-0.067365825,0.19215992,0.21132015,0.042077262,-0.18549441,-0.019644933,-0.18851222,-0.03648395,-0.1856691,-0.1766346,-0.21540305,-0.022865362,0.021955322,0.0762739,0.20644741,-0.22625849,0.06376176,0.11096708,0.04534796,-0.1044984,0.30011523,-0.11173014,-0.022717444,0.1792802,0.048205994,0.044766285,0.07989343,0.03727442,-0.14313869,-0.34727284,-0.11114339,0.08050917,0.04472534,-0.018088546,-0.08548368,0.06615285,-0.10881854,0.2587542,0.016869351,-0.049997803,-0.35234886,0.006245318,0.08735064,-0.015589618,0.042208247,-0.13870628,-0.20372012,0.06983769,-0.10399466,-0.074326485,-0.1700498,-0.037877478,-0.05239383,-0.21492188,-0.09433835,-0.103970855,-0.090554304,-0.32564119,-0.121422365,0.06210438,-0.020992437,0.15924446,-0.09526285,0.040747225,-0.090650395,-0.2502138,-0.09794695,0.024477517,-0.05358236,0.23020846,0.1716673,-0.03746685,-0.026850877,0.0072167343,0.0037344147,0.01256708,-0.011117996,-0.15098147
over,0.057933968,0.049886525,-0.09467552,0.0669199,-0.33479255,0.15534346,-0.0807072,0.21967356,-0.18030223,0.0020115708,-0.11484609,-0.05761992,0.03483917,0.083819434,-0.08076331,-0.05018799,0.150504,-0.08005844,-0.07534701,0.07178986,0.042244893,-0.16153547,-0.016272182,0.23209345,0.2030951,0.053559035,-0.09280327,0.002928207,-0.18581909,-0.07054629,-0.091803916,-0.25229123,-0.19036408,-0.0770378,-0.033221,0.103376105,0.20926163,-0.24241832,0.19858807,0.13562089,0.08689789,-0.044208974,0.29054323,-0.19251944,-0.036552247,0.11687114,-0.02775696,0.07111972,0.08795436,0.042129934,-0.08766714,-0.33165374,-0.10220536,0.1298821,0.11411911,-0.0023894755,-0.025818171,0.112482704,-0.08463995,0.23288985,-0.031082198,-0.010192716,-0.30661693,0.018060032,0.16918385,-0.03321391,-0.011984655,-0.107247405,-0.15630874,-0.00042271602,-0.002897323,-0.10126025,-0.13881935,-0.1617114,-0.0032697641,-0.15670003,-0.068570815,-0.12532434,-0.15435496,-0.30237114,-0.16318074,0.19523332,-0.0974936,0.06483394,-0.1600396,-0.03640745,-0.23035493,-0.21417306,-0.094336,0.041994546,-0.029470975,0.16810383,0.11124332,0.06789418,0.023412997,0.0077144965,0.1153816,-0.08457741,-0.11090905,-0.12356098
don,0.26250947,-0.23055682,0.16071044,0.024364837,-0.077410005,-0.11925817,-0.037216876,-0.2453012,-0.42794463,0.09453104,-0.3816023,0.30170178,0.403439,0.3936619,-0.3375137,-0.39974594,0.060034957,-0.19707367,-0.493681,-0.15202434,0.06330163,0.15001006,-0.1467897,0.016334672,0.33124715,-0.027165135,-0.35716534,-0.007414415,-0.039083365,0.21023421,0.034832124,-0.06317144,-0.116593204,0.040643334,0.05780841,0.1228258,-0.066130765,-0.30543637,-0.0044105025,0.16789553,-0.081849046,-0.45670712,0.2105959,-0.005735391,0.23391083,0.29613987,0.09178013,0.19886456,0.2652247,-0.24536753,-0.32674736,-0.57782745,-0.06276092,0.102464564,0.069217674,-0.0049821623,-0.50239754,-0.1515576,-0.06932844,0.250687,-0.24993443,-0.20665173,-0.4980139,-0.2649253,0.04562329,0.056751836,0.08202576,-0.103255,0.09104804,0.15453134,-0.33886617,0.04467549,-0.41058195,0.10894435,-0.18132555,-0.16313376,0.078013726,-0.084094964,0.035135377,-0.41004357,-0.02361686,-0.3183792,-0.015362535,0.46785018,-0.10477515,0.2196274,0.010154112,-0.5432575,-0.038445015,0.14929171,-0.29147133,0.18304388,0.2850399,-0.2752252,-0.16465802,0.07761566,-0.06318088,0.011948045,-0.06588053,-0.22261837
ha,0.48026913,-0.119651794,-0.1057879,-0.36392492,-0.3061525,0.55341697,-0.19641568,0.52199507,-0.049035914,0.30822432,-0.14318827,0.06263046,-0.27016464,-0.2342778,-0.23885567,-0.017055936,0.41255713,-0.28254363,-0.4232442,0.26015323,0.20327953,-0.5970647,-0.22095984,0.4915418,0.53740627,-0.20218119,0.3722124,0.17508098,-0.16447318,0.21229821,0.23253265,-0.6328466,-0.3988681,-0.06774701,-0.5337198,0.556256,0.6120165,-0.30907026,0.78159106,-0.4252416,0.21979621,-0.17166498,-0.1001605,-0.30473316,0.017610887,0.38187832,-0.37478662,0.2551689,0.6753133,-0.61211103,0.3112206,-0.15725355,-0.12612584,0.42547706,0.30340236,0.30152816,-0.68417054,-0.5163793,0.09661663,-0.022200765,-0.48659346,-0.36286405,-0.1022171,-0.50160533,0.70928854,-0.0032672314,-0.43093497,-0.5093244,0.39872423,-0.3444716,-0.13001864,0.037615098,-0.20426486,-0.39932686,-0.41956857,0.09655936,0.09573199,-0.46308982,-0.58272946,-0.11378903,-0.52539855,-0.11527065,-0.61066145,0.5006397,-0.13515523,0.30431938,-0.6012184,-0.5668818,-0.5814784,0.16009828,0.16696306,-0.1524067,0.46892568,-0.046555236,0.47028062,-0.44537488,0.6614924,-0.18161485,-0.46434554,-0.57098365
or,0.059700612,0.0832219,0.043211307,0.065906435,-0.17589323,0.17864881,0.007420254,0.12459743,-0.20227145,0.002886516,-0.14802499,0.020055568,0.17805481,0.236205,-0.16566955,-0.076428294,0.06205414,-0.20661996,-0.21388501,0.18313907,0.087780215,-0.1259027,-0.06365984,0.16876325,0.23120788,-0.015584574,-0.06296263,0.08738817,-0.15382013,-0.1253216,0.0104938755,-0.12667502,-0.09949887,0.013798861,0.01636773,0.12784319,0.020249438,-0.13579643,0.03243217,0.039317146,0.043726634,-0.047822203,0.21852253,0.020334302,0.0009866751,0.08473304,0.014083044,0.09291001,0.15799044,-0.0100289555,-0.012027791,-0.37577116,-0.06405584,0.054887675,0.1090885,-0.122033246,-0.10226455,0.026175251,-0.08700832,0.09399591,-0.05946757,-0.15332456,-0.35995504,-0.03401262,0.09775413,0.03322113,0.03589452,-0.039868157,-0.08703354,-0.053088386,0.0085706385,-0.20219988,-0.21505545,-0.10595194,0.043445114,-0.11875388,0.12095032,0.06458102,-0.19673833,-0.19822651,-0.005331705,-0.0006263856,-0.14278232,0.12072205,-0.2530932,0.06130242,-0.25761357,-0.2768597,-0.05434034,0.11019247,-0.14919114,0.10613096,0.07720302,-0.108302936,0.046225507,0.025142977,0.09262557,0.0048708473,-0.06421142,-0.12887847
okay,0.014427797,0.06406241,-0.04991624,0.058068894,-0.1772225,0.06350047,-0.04694552,0.11358664,-0.16019289,0.05322596,-0.1711778,0.035335165,0.12223092,0.20117214,-0.18153255,-0.14126283,0.16198267,-0.16600764,-0.19614871,0.04861066,0.09497656,-0.072074845,-0.10125096,0.21375914,0.25793663,-0.030461114,-0.12326009,0.049436413,-0.17544842,-0.06888283,-0.11463268,-0.173678,-0.15110679,-0.022746442,0.001480204,0.15073347,0.07469768,-0.17279577,0.08598572,0.06897932,0.0059641576,-0.08051344,0.18973574,-0.018516023,-0.029375708,0.1284639,0.052405052,0.12302486,0.15004107,0.0015160664,-0.07904669,-0.29050207,-0.04965013,0.033841416,0.06506302,-0.047378723,-0.13272697,-0.054706424,-0.110314414,0.1399606,-0.094920985,-0.10318075,-0.3353415,-0.053946394,0.053374253,0.053940065,-0.024878342,-0.14212999,-0.10490638,0.019619409,-0.038884077,-0.1330278,-0.22742608,-0.0666418,-0.024244117,-0.10098365,-0.054241654,-0.06672781,-0.14320016,-0.30702657,-0.10902771,-0.046696015,-0.08849075,0.15324745,-0.14056176,0.12818371,-0.14998256,-0.23624958,-0.07556522,0.055592638,-0.08823212,0.1521004,0.116631426,-0.12495862,0.045306113,0.0035843274,0.0836052,0.01981824,-0.08814104,-0.1338217
been,-0.071358465,0.03292237,0.25947946,0.039326232,-0.17587122,0.33553988,-0.023348121,0.28667098,-0.19057938,0.08864834,0.058487605,-0.05881027,0.04258239,0.008820596,-0.16617033,-0.101196036,0.14132391,-0.26528984,-0.18417731,0.16607346,0.21678479,-0.13103883,-0.10809049,0.22510928,0.17825466,-0.033894613,-0.06742861,0.19188401,-0.12491764,-0.24487655,0.064185455,-0.22628443,0.10685164,0.039517973,-0.2073335,0.28465417,0.18677095,-0.24429008,0.13594384,-0.09930675,-0.0008942338,0.17364329,0.1275182,0.017742785,0.12772445,-0.00030386477,0.17196123,0.07941359,0.13797636,-0.0015092251,-0.018133802,-0.4750597,-0.069048695,0.132675,0.17698808,-0.12364644,-0.055015747,0.1301636,0.027403973,0.059381764,-0.062394515,-0.044501714,-0.3289393,0.120416656,0.07838689,0.20287555,-0.20381759,0.20657912,-0.13348669,-0.07460771,-0.007960041,-0.1942059,-0.02408297,-0.11229738,0.13598405,-0.026059195,0.27685195,0.10886822,-0.1803024,-0.11460903,-0.11147663,0.1528033,-0.16723536,-0.03313112,-0.5645787,-0.25770357,-0.2755198,-0.3187477,-0.14841856,0.05714321,-0.32924253,-0.080600485,-0.040217787,-0.1222213,0.13815936,-0.032704666,0.039970268,-0.024622606,-0.060445387,-0.20131189
has,-0.10503741,0.12523653,0.03946062,0.114701554,-0.28898403,0.28447023,-0.064882055,0.239338,-0.17980525,0.11820358,-0.04539131,0.003219574,0.01189177,-0.01997205,-0.05719958,0.017076712,0.1190261,-0.17286097,-0.04891396,0.22545736,0.036239397,-0.19872355,-0.093918785,0.20860079,0.237286,0.03268869,0.0040817396,0.053947147,-0.08918389,-0.18515357,-5.5789293e-05,-0.24304086,-0.04974793,0.016705563,-0.14337254,0.18964827,0.32047987,-0.241293,0.15900272,0.052922554,0.031541,0.07922938,0.22212295,-0.12101626,0.0017873693,0.05047262,-0.024994299,-0.009547161,0.081032656,0.009867164,0.014676369,-0.4096218,-0.19737396,0.1693067,0.21939118,0.0016545708,0.055546567,0.14975071,-0.1061663,0.16286382,-0.036134683,-0.03616601,-0.26510772,0.062092032,0.14508821,0.00904602,-0.072250724,0.10117931,-0.18462998,-0.07727133,0.08312666,-0.16155817,-0.058507636,-0.17273895,0.059766043,-0.13499668,0.13193172,0.012420415,-0.18836409,-0.16933307,-0.16018152,0.2324591,-0.06847028,-0.04894047,-0.35281894,-0.16889405,-0.25471038,-0.23866029,-0.14818895,-0.012872812,-0.209337,0.082877606,0.046261963,0.06561514,0.029298166,-0.022039475,0.08079051,-0.058493562,-0.119812496,-0.09790809
