term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
witch,-0.08177559,0.14400183,0.012768675,0.09907647,-0.21647862,0.15035865,-0.020097813,0.14231159,-0.13354164,0.13590445,-0.10138862,0.03757546,0.050875474,0.07704617,-0.0649671,-0.045432318,0.1225522,-0.15514103,-0.068401255,0.15842865,0.0562932,-0.070781216,-0.12291593,0.23224457,0.30990943,-0.026731603,-0.06306883,0.03254438,-0.15997812,-0.107533045,-0.045548454,-0.20313509,-0.09433455,-0.01404579,-0.049195807,0.14198047,0.19522244,-0.1964778,0.14982699,0.08897882,-0.02792867,0.031589765,0.22309577,-0.021896046,-0.056280885,0.039921712,0.010066305,0.06380497,0.13955238,0.0040786867,-0.012017983,-0.3438113,-0.1002121,0.07176189,0.091880254,-0.041305304,0.028132988,0.053220045,-0.030143226,0.14938088,-0.03842977,-0.09646439,-0.29876372,-0.024856292,0.0913995,0.008312388,-0.0189336,0.031162575,-0.19465166,-0.024246307,0.07983379,-0.15814416,-0.1911024,-0.15521532,0.08101323,-0.08857101,0.00859653,0.019039882,-0.16368312,-0.23838593,-0.15227187,0.07151143,-0.12191834,0.01650493,-0.2195926,-0.021083053,-0.23696856,-0.2202668,-0.07207456,0.02320022,-0.1279019,0.10936495,0.10204321,0.019435393,-0.0146391,-0.001680128,0.0855644,-0.03217021,-0.13229224,-0.13259144
today,-0.022129184,0.072828725,0.014152027,0.07523491,-0.18957563,0.092114545,-0.030330392,0.111543156,-0.15454793,0.10672822,-0.123771474,0.035059713,0.09072387,0.12395426,-0.14885719,-0.08572958,0.14485434,-0.17193142,-0.15441701,0.11126793,0.082132086,-0.043484572,-0.12688267,0.21458596,0.2700921,-0.028436054,-0.069111474,0.06350484,-0.13248022,-0.12441596,-0.092428364,-0.1877839,-0.0874134,-0.00023808033,-0.0017662119,0.16282623,0.13575675,-0.16583446,0.084429115,0.058529373,-0.02285303,-0.035244923,0.1737372,0.021136202,-0.027840065,0.09744242,0.07122661,0.071507566,0.13978215,-0.022008354,-0.02972439,-0.3055878,-0.06669489,0.0208698,0.0641015,-0.08907192,-0.07967225,-0.035027858,-0.03870764,0.14017873,-0.058816794,-0.1094042,-0.34963048,-0.010234146,0.040686384,0.067217276,-0.028523713,-0.020309322,-0.12920333,0.00662594,0.015226911,-0.15035746,-0.21462677,-0.081691235,0.028683828,-0.083713934,0.012507431,-0.0065352274,-0.14488687,-0.28024206,-0.15067221,-0.027925884,-0.08850009,0.07791029,-0.23263396,0.049574085,-0.16236693,-0.26824164,-0.07627055,0.016347328,-0.13608816,0.11521224,0.12274588,-0.11276696,0.014093663,-0.0050237365,0.06267507,0.0006035274,-0.09571975,-0.13381147
bad,0.016466659,0.052394625,0.046556108,0.049050767,-0.1354132,0.112941206,-0.023164036,0.09289798,-0.13897057,0.14137857,-0.12901235,0.085978545,0.069054335,0.10785046,-0.12051834,-0.13770676,0.110080585,-0.17760439,-0.20978442,0.100530416,0.08375554,-0.048451915,-0.14943725,0.20480482,0.314242,-0.06340403,-0.057473294,0.05619658,-0.11890195,-0.035229992,0.0010996324,-0.17036088,-0.073391065,0.026070692,-0.074515045,0.21175013,0.12063592,-0.18264693,0.13936216,0.017812083,-0.00086227816,-0.059957992,0.14883396,0.0056155687,0.05709175,0.10295792,0.039972078,0.07470004,0.22176065,-0.1109758,-0.0040685073,-0.33546087,-0.031986587,0.031330228,0.10820494,0.0031754952,-0.14662959,-0.06721135,-0.032364838,0.14327265,-0.12185964,-0.13856038,-0.31384146,-0.09866517,0.1077274,0.07062594,-0.06453825,-0.01895117,-0.041849587,-0.008373214,-0.034519214,-0.12264817,-0.23955311,-0.101789586,0.021658646,-0.039458416,0.08544095,-0.031453937,-0.17470315,-0.2149445,-0.16496335,-0.04228356,-0.112564355,0.10004247,-0.24350601,0.04766253,-0.25338948,-0.336582,-0.13555999,0.048776202,-0.12968741,0.061220054,0.1007471,-0.11286206,0.040626675,-0.020747812,0.0948606,-0.0469705,-0.14756295,-0.15084743
bring,-0.015397504,0.088433586,0.005569215,0.068386994,-0.2599255,0.22098778,-0.043627273,0.17510237,-0.22944406,0.022279834,-0.12966467,0.01642314,0.14029473,0.23396732,-0.21772584,0.012629769,0.13646743,-0.20921622,-0.24132657,0.15991049,0.0590735,-0.18121324,-0.040706635,0.21658045,0.19869201,0.0065012295,-0.08228734,0.07533522,-0.13935645,-0.1640633,-0.10021967,-0.16307311,-0.15938559,-0.021763338,0.05445456,0.09867159,0.12315629,-0.11018143,0.05714574,0.03766983,0.01796143,-0.07164447,0.22771275,-0.014666097,-0.06198698,0.15588556,0.06169595,0.047549594,0.057862222,0.068607025,-0.02579717,-0.35314125,-0.12805548,0.07517772,0.08186568,-0.12300277,-0.08818516,0.030558284,-0.08722014,0.104090214,-0.03652772,-0.1352417,-0.33682263,0.03653069,0.047273364,0.048890695,0.0015890069,-0.104604736,-0.19550769,-0.015327606,0.007648528,-0.14895515,-0.18819661,-0.113906674,-0.04968569,-0.15913138,-0.0029174855,0.036532953,-0.08356817,-0.2623882,-0.063600145,0.0658197,-0.11810595,0.16323693,-0.18310674,0.09220754,-0.19634755,-0.2151835,-0.075609,0.041323677,-0.14205703,0.1417929,0.13319382,-0.10318161,0.05635466,-0.020643795,0.046304926,0.03536712,-0.022396363,-0.14648727
always,-0.11889579,0.11131301,0.027135156,0.15180454,-0.14277135,0.16140325,-0.0408889,0.13314493,-0.17250675,0.12735084,-0.09278473,0.0058515654,0.11429668,0.122067474,-0.13354062,-0.056272436,0.10290398,-0.17073573,-0.15637954,0.13301054,0.08180576,-0.066547446,-0.13802129,0.1758349,0.25684664,-0.011145864,-0.06732068,0.042348757,-0.09516135,-0.15136199,-0.05784942,-0.1693943,-0.07275312,0.04327263,-0.048549175,0.2000045,0.1350979,-0.18414088,0.08286568,0.052399814,-0.0014555787,-0.013142751,0.19475931,0.021251552,-0.0035585165,0.08237864,0.07994161,0.018671481,0.14446631,0.03583816,-0.0329333,-0.37954235,-0.080680355,0.068859436,0.098050036,-0.07619119,-0.007487686,0.07131503,-0.08363972,0.11725377,-0.072584845,-0.16737019,-0.3165032,-0.0043762554,0.037104752,0.090215676,-0.053438194,0.008168851,-0.16125603,-0.021880845,0.032933455,-0.19211933,-0.22030585,-0.08878484,0.022806644,-0.12697388,0.09219776,0.0662539,-0.1390107,-0.21291235,-0.11071843,0.0463074,-0.062083382,0.024766363,-0.31209746,-0.013384542,-0.21616803,-0.23777819,-0.10658027,0.0103423465,-0.1906564,0.07354527,0.059051,-0.06518899,0.024122292,0.01504953,0.062546976,-0.030224832,-0.0972862,-0.10277
matter,-0.021782797,0.08689404,-0.021670233,0.14435968,-0.11878715,0.07288714,-0.024659432,0.026933517,-0.16981573,0.1085844,-0.10281711,0.031998623,0.090200566,0.16301088,-0.058580715,-0.14123842,0.080643274,-0.16050695,-0.15263614,0.10392891,0.010934551,-0.093637906,-0.109355934,0.20637254,0.244663,-0.070026256,-0.061395217,-0.05872829,-0.10660349,0.00298503,-0.032729767,-0.20719972,-0.079806454,0.03680243,0.011833755,0.20886113,0.07029874,-0.22175035,0.12468462,0.060584575,0.09807525,-0.055286966,0.24578185,-0.056480594,0.060204174,0.0823616,0.017873632,0.04333524,0.18231629,-0.093151905,0.020217387,-0.32274964,-0.005550953,0.08776265,0.12976813,-0.019614572,-0.06255314,0.002429649,-0.082656145,0.17832573,-0.0436503,-0.10988603,-0.34014353,-0.08532654,0.08848995,-0.0067868885,0.007845287,-0.092362724,0.032648776,-0.06943812,0.006804177,-0.18429968,-0.3072591,-0.12571807,0.09835811,-0.04615667,0.07893389,0.021221215,-0.13869521,-0.14995548,-0.06373695,0.014649577,-0.07910127,-0.00032239867,-0.25782663,0.059218135,-0.24597567,-0.34484652,-0.10529424,0.021861259,-0.10150467,0.0809264,0.07526779,-0.029098853,-0.0053880494,0.03830255,0.12834322,-0.060629427,-0.14462447,-0.0566815
may,-0.024505494,0.0667851,0.02057385,0.15124048,-0.1610254,0.13844405,-0.030890666,0.115435615,-0.20682497,0.076261334,-0.11147225,0.03774467,0.11413068,0.17504138,-0.1831323,-0.11724491,0.106464766,-0.1682338,-0.22217792,0.14421314,0.076202266,-0.12029971,-0.10610418,0.1681212,0.23887673,-0.019827122,-0.06211775,0.07548151,-0.115932696,-0.16457532,-0.03079641,-0.15663415,-0.0732215,-0.015741207,-0.02698848,0.1565756,0.07836139,-0.17581315,0.065220505,0.08885903,0.0042731455,-0.04283533,0.21022792,-0.0008051941,-0.004607596,0.051134314,0.08113973,0.08362694,0.1276403,0.04348293,-0.06875791,-0.396431,-0.037592363,0.0439165,0.10602438,-0.073625915,-0.042244814,0.015956286,-0.09803277,0.108752,-0.0974761,-0.1270218,-0.38232493,-0.040198028,0.029848736,0.04021445,-0.010383866,0.0019972466,-0.15053064,0.007541091,0.023409544,-0.19920774,-0.19986263,-0.10426668,0.028580828,-0.0943652,0.050423972,0.07142795,-0.16718163,-0.24328203,-0.05959688,0.048040695,-0.0640009,0.07768984,-0.25844043,0.030278917,-0.20257142,-0.2589293,-0.037915956,0.0425111,-0.15143889,0.098665684,0.067763224,-0.082450084,0.03129168,0.055228822,0.07344254,-0.055829834,-0.105855376,-0.10947096
laputa,-0.12379469,0.13287716,0.00137378,0.15364313,-0.2620814,0.2508044,-0.034660637,0.19637603,-0.15081392,0.08791843,-0.06243024,-0.015964538,0.090103365,0.13028957,-0.098633036,0.05694791,0.08791107,-0.17156841,-0.099568136,0.2051734,0.022141209,-0.15171385,-0.11698046,0.2368326,0.26943728,-0.030432923,-0.0006503289,0.066586345,-0.13954821,-0.17901751,-0.028071148,-0.22992072,-0.104662225,0.029650262,0.0017656503,0.117157005,0.15047216,-0.13889657,0.113566756,0.07070955,-0.013507008,0.02814706,0.24559255,-0.038876705,-0.06840474,0.00923292,0.029452411,-0.004296357,0.10027777,0.07832841,0.053430747,-0.39202192,-0.15615761,0.07730388,0.06960311,-0.10390589,0.07254327,0.10371341,-0.06029918,0.11192467,-0.015834458,-0.15734239,-0.29978663,0.059774533,0.07101393,0.021297298,0.0027106546,0.04023166,-0.21332559,-0.08863163,0.13106495,-0.21754496,-0.21585542,-0.17655647,0.090368025,-0.13331667,0.07956526,0.07337257,-0.20301703,-0.18297964,-0.079566784,0.14717844,-0.12033687,-0.03062104,-0.27147734,-0.042262316,-0.28198546,-0.19859678,-0.033345718,0.026024047,-0.15304103,0.09441866,0.061707415,-0.00057270797,0.0141119575,-0.016109122,0.066800565,-0.021144882,-0.10092197,-0.07143374
tama,-0.066997975,0.2187343,0.008443032,0.098728284,-0.48333043,0.37643832,-0.043310575,0.3321628,-0.20909365,-0.048833933,-0.0300744,-0.048846338,0.036563236,0.116615735,-0.15656611,0.110487305,0.16727512,-0.20184197,0.012371768,0.19762675,0.109251805,-0.19998088,-0.073185064,0.31704703,0.20810352,0.07992878,-0.042814866,0.08554178,-0.1910078,-0.17955944,-0.056815866,-0.32640135,-0.08363804,-0.04694322,-0.009453209,-0.025305223,0.2736681,-0.07892323,0.1264976,0.10343278,-0.019339142,0.08497717,0.31497428,-0.09481114,-0.101464406,0.07808865,-0.04575255,0.07852527,0.010593012,0.14340961,0.009131543,-0.44888154,-0.2633929,0.10895017,0.11908827,-0.110852145,0.08664004,0.25100708,-0.045203697,0.14704432,0.056992687,-0.009857947,-0.34163505,0.1933471,0.09309861,-0.045507263,0.030057106,0.041983,-0.42402285,-0.014148155,0.16086271,-0.1564463,-0.078847416,-0.18577786,0.091763124,-0.15471828,0.049482558,0.04090589,-0.17082766,-0.19740236,-0.069344796,0.28770506,-0.16429967,0.015299693,-0.3249508,-0.12926513,-0.2535135,-0.14548977,-0.024671942,0.08959779,-0.2095888,0.20863052,0.07383229,0.06473503,0.010324187,-0.013654606,0.004966773,0.034629542,-0.016215438,-0.11835306
around,-0.03251981,0.079627216,0.0157791,0.080930464,-0.25751188,0.21906725,-0.037929278,0.17209037,-0.18674858,0.02708619,-0.095134035,0.012186004,0.080920696,0.13323666,-0.11892691,-0.062804475,0.13657595,-0.1557879,-0.107869044,0.14997979,0.09301182,-0.14152783,-0.08200112,0.23123714,0.23520438,-0.0026726956,-0.08076182,0.049722046,-0.1623913,-0.12461028,-0.012488877,-0.20333838,-0.11722055,0.00083275756,-0.054376896,0.12925825,0.154643,-0.1829638,0.10332179,0.057881925,0.015383116,0.007792604,0.23052716,-0.051748738,-0.0077699507,0.07358982,0.01571777,0.062206484,0.114857666,0.039113708,-0.058726683,-0.38020644,-0.11659697,0.10274427,0.10839969,-0.0489398,-0.03953282,0.08380603,-0.054646384,0.14220594,-0.034722064,-0.09460007,-0.29389298,0.025223572,0.099921174,0.04193011,-0.022935444,-0.013900976,-0.18554701,-0.021707173,0.019620778,-0.18005136,-0.16363297,-0.12683862,0.023244506,-0.10465383,0.027195007,0.019426098,-0.16250451,-0.22883478,-0.107446216,0.12632702,-0.12528591,0.063895814,-0.2468353,-0.04348463,-0.22638202,-0.2242912,-0.07659119,0.061924733,-0.14871046,0.11063899,0.0826753,-0.00829589,0.058557138,-0.014496378,0.059524257,-0.044660103,-0.09124061,-0.1328101
thought,-0.10718404,0.13386977,0.037296332,0.1705791,-0.14634639,0.17559351,-0.037877824,0.090037756,-0.14864552,0.19233753,-0.09432226,0.0768995,0.10197003,0.12228225,-0.19380432,-0.06511423,0.19101651,-0.19245498,-0.1630817,0.16143331,0.092566155,-0.080084726,-0.13983338,0.19774318,0.293343,-0.11012,-0.05113074,0.039515216,-0.11638012,-0.1640931,-0.03885494,-0.18397412,-0.04344469,0.027825346,-0.046287667,0.1985182,0.13404357,-0.14355563,0.09582597,0.07895859,-0.05259615,-0.015169608,0.1731515,0.05745955,-0.042126287,0.030310022,0.08696295,0.043051958,0.14825524,-0.0027623314,0.030875932,-0.3884998,-0.06541134,0.011108912,0.09553767,-0.07060324,-0.027383564,0.01881628,-0.017671254,0.092242196,-0.050335914,-0.15806948,-0.33653232,-0.04327957,-0.00060269557,0.11214135,-0.057487812,0.040830422,-0.1796455,-0.006593811,0.054624565,-0.192169,-0.25501588,-0.13213578,0.052507006,-0.07196597,0.101695,0.12487184,-0.15687352,-0.21620092,-0.10541303,0.013172105,-0.059888598,0.039008822,-0.3223891,-0.0111862235,-0.20582134,-0.2182386,-0.08827887,0.028045468,-0.22241339,0.030623578,0.067300566,-0.11833055,0.02494957,0.002458803,0.050046526,-0.009999792,-0.100949995,-0.12318229
mean,-0.0373147,0.08223269,-0.03659688,0.16002265,-0.10338946,0.059749562,-0.037330877,0.004078019,-0.18584326,0.12004466,-0.15133315,0.038031135,0.12622344,0.23149604,-0.17859039,-0.11384596,0.12656769,-0.15761778,-0.2296546,0.11194045,0.04487379,-0.08474827,-0.099168025,0.14986677,0.2422638,-0.0678135,-0.094574966,-0.014884389,-0.1410574,-0.038168315,-0.109108254,-0.112346224,-0.13292432,0.0346371,0.0002550023,0.21063708,0.051579744,-0.20012046,0.05884013,0.08322872,0.04128957,-0.09970438,0.22533791,0.016699992,0.0059420215,0.09438162,0.06104358,0.043766256,0.1590875,-0.067393824,-0.04650944,-0.334174,-0.018151434,0.034332078,0.08605384,-0.036658756,-0.10314788,-0.010822875,-0.09313753,0.11802024,-0.09556157,-0.17331946,-0.32260618,-0.09033881,0.031648666,0.07715244,0.011644465,-0.12919635,-0.026745837,-0.011162664,-0.044840258,-0.17503217,-0.29061565,-0.061260127,-0.01440322,-0.09737569,0.038369324,0.073996015,-0.1271741,-0.218993,-0.06310591,-0.028137647,-0.049643025,0.085995294,-0.21627839,0.1324964,-0.21147358,-0.2849498,-0.12395256,0.014262892,-0.11114973,0.05064892,0.072293885,-0.12854972,0.027900852,0.06545793,0.08742665,-0.030229075,-0.06930816,-0.11493598
life,-0.101816766,0.13965628,0.01702544,0.12765074,-0.24535276,0.1978938,-0.058673486,0.14919153,-0.13929678,0.11169746,-0.07874119,0.012790405,0.11283514,0.1062772,-0.1088475,-0.03461856,0.12054953,-0.18446608,-0.1101525,0.14857103,0.079566404,-0.09519181,-0.14969285,0.23099633,0.29124457,0.008608943,-0.07169688,0.06588316,-0.1454568,-0.12802126,-0.07528974,-0.17631596,-0.08638143,0.022427576,-0.0288582,0.12875353,0.18979083,-0.17245181,0.09168179,0.046661213,-0.003254375,0.0028866858,0.21651387,-0.008516469,-0.007832982,0.053491436,0.04592401,0.031072868,0.12767315,0.022442799,0.0011348643,-0.39520657,-0.12682213,0.057895396,0.07816328,-0.069236115,-0.0065697995,0.095554106,-0.08002478,0.15998937,-0.031102166,-0.12381864,-0.34097445,0.049298827,0.042263366,0.043500796,-0.03782731,0.022569314,-0.20340092,-0.009312907,0.036066126,-0.18719347,-0.18721956,-0.1170394,0.055999257,-0.14940912,0.09048909,0.042201817,-0.14234741,-0.23364845,-0.09304002,0.07953705,-0.10854153,0.023983166,-0.295288,-0.024768032,-0.2259939,-0.23353511,-0.0990119,0.027500357,-0.16292305,0.09596318,0.07649871,-0.051284745,0.0015476267,0.020526545,0.06102711,0.02663377,-0.07247354,-0.13422488
course,-0.021517463,0.059468154,0.0074582184,0.085627064,-0.26447305,0.22225602,-0.046833828,0.19237688,-0.18238045,0.026574362,-0.0587079,0.043297473,0.1117192,0.20061202,-0.15247022,-0.024379376,0.11861932,-0.18169019,-0.11605311,0.14735459,0.08351178,-0.12752701,-0.089176916,0.24089958,0.24338551,0.008762136,-0.06741406,0.073617056,-0.15182956,-0.117488585,-0.025034158,-0.22928007,-0.1337584,-0.019154465,0.0017811359,0.056925375,0.09931992,-0.12913176,0.0905441,0.044933543,-0.02611611,-0.015678558,0.24041915,-0.054380063,-0.04339051,0.08779625,0.030083293,0.05093945,0.09490631,0.04915297,-0.015874477,-0.35818243,-0.116101876,0.06724257,0.05668457,-0.1246015,-0.03462411,0.055546284,-0.054879222,0.13024609,-0.036674354,-0.08799191,-0.3196085,0.02580901,0.07829769,0.015600917,0.013809265,-0.024702702,-0.19147263,-0.024367549,0.04332243,-0.16807915,-0.14334837,-0.14779425,0.038910422,-0.10123461,0.04336098,-0.0071896953,-0.13986394,-0.22327743,-0.061374173,0.038289815,-0.11733591,0.10060662,-0.19613184,0.029157227,-0.21140802,-0.21978442,-0.046266977,0.08122314,-0.1639513,0.15951325,0.06500756,-0.06655866,0.030780744,-0.010780735,0.040922,-0.013211307,-0.049729068,-0.1531417
become,-0.075274855,0.10783054,0.042960957,0.107394144,-0.22021508,0.22423905,-0.0027778822,0.18036039,-0.2039251,0.09345013,-0.11218983,0.0024057524,0.104840145,0.13001195,-0.10758932,-0.031508517,0.07953878,-0.19358432,-0.19230607,0.20187217,0.05250082,-0.16319542,-0.06616988,0.19631739,0.23570141,-0.02531822,-0.036326967,0.08299629,-0.106893554,-0.17324515,-0.012828817,-0.18002714,-0.057519976,0.029094966,-0.0359096,0.16430287,0.12980863,-0.18335184,0.10826065,0.027744774,0.030829772,-0.0060968036,0.22185959,-0.022692885,-0.002319513,0.06561975,0.056283288,0.010914523,0.14143053,0.022496263,-0.012290345,-0.40647736,-0.12674071,0.09985409,0.13217449,-0.10732481,-0.010908934,0.072168425,-0.052358225,0.101321995,-0.060571767,-0.16805951,-0.304153,0.011552808,0.06921959,0.04401618,-0.025305843,0.040979415,-0.13322462,-0.06582608,0.040478934,-0.17414421,-0.20260254,-0.14804901,0.048227575,-0.12720521,0.10313722,0.08095589,-0.17490622,-0.17729045,-0.10500997,0.09294493,-0.11065888,0.044416714,-0.3072844,-0.03635027,-0.2775762,-0.27959588,-0.10758534,0.029057907,-0.18674955,0.07374551,0.064274564,-0.041553576,0.028717788,-0.0106332,0.06549304,-0.03874501,-0.1012904,-0.10540665
pazu,-0.02770583,0.031249143,-0.016550004,0.076764405,-0.123385206,0.08791087,-0.04279088,0.06966272,-0.13480589,0.13640115,-0.086518966,0.030471131,0.10827321,0.110169925,-0.15638858,-0.10032069,0.15303038,-0.13385513,-0.14958161,0.069359,0.083913095,-0.0683438,-0.102058336,0.15158606,0.25030217,-0.010082698,-0.096480645,0.046014965,-0.11381361,-0.068052284,-0.079412825,-0.17396745,-0.10717491,0.0049696434,-0.042968143,0.16298023,0.10510697,-0.17516018,0.10952262,0.058432452,-0.011348584,-0.059666052,0.15811944,0.010241773,0.029004753,0.111589506,0.029695146,0.041232783,0.15263464,-0.047387134,-0.037005384,-0.28170514,-0.055009656,0.047613334,0.06852471,-0.005329117,-0.087921515,-0.03264058,-0.06243,0.13994375,-0.06986826,-0.12913516,-0.31261954,-0.051805194,0.06533629,0.071660645,-0.047428347,-0.0344546,-0.07307557,0.009122223,-0.05354767,-0.12839869,-0.19720854,-0.07688696,-0.020783849,-0.094024114,0.025602825,-0.018023547,-0.121999584,-0.21058738,-0.12887605,-0.021597188,-0.058128256,0.09619021,-0.2141634,0.049180232,-0.13000046,-0.26938048,-0.1282969,0.039009888,-0.10028657,0.10062752,0.092185214,-0.10195869,0.037330564,0.010443581,0.056256842,-0.010965328,-0.0818753,-0.13966568
once,-0.0565943,0.07384694,0.06367767,0.08812293,-0.18014362,0.18385045,-0.033294704,0.1241028,-0.21665046,0.078518055,-0.112971835,0.006412996,0.1287995,0.17682117,-0.167818,-0.056591917,0.09648007,-0.19580886,-0.20208105,0.12787212,0.08301431,-0.08875721,-0.08663925,0.21691224,0.2595082,-0.022103976,-0.08946982,0.08773927,-0.11696345,-0.16215445,-0.076731265,-0.14439426,-0.110325955,0.0017693295,-0.018863307,0.14945848,0.11952265,-0.17473988,0.0680412,0.056941766,0.0031861293,-0.018502567,0.21119033,0.027665136,-0.017843844,0.14276186,0.052399687,0.042513046,0.110332824,0.065162174,-0.051576667,-0.37864238,-0.11126901,0.05160423,0.09183485,-0.09143924,-0.06910351,0.048078094,-0.09625997,0.13544074,-0.047841664,-0.13205348,-0.34736204,0.009086798,0.068450056,0.098306574,-0.023770593,-0.004071583,-0.16862716,-0.02200303,-0.0014098022,-0.15555911,-0.18103613,-0.09206189,0.010516809,-0.120562874,0.079559565,0.017692503,-0.14497595,-0.21210626,-0.08065983,0.008058758,-0.09369024,0.09973819,-0.25845546,-0.011289665,-0.18147743,-0.2535606,-0.09779507,0.052043017,-0.1666633,0.13127902,0.09516138,-0.08988647,0.045292936,0.0064325784,0.037896845,-0.01400259,-0.06047175,-0.13181287
mr,-0.08863037,0.02929017,-0.03727516,0.083302535,-0.18977022,0.061368663,-0.07889943,0.0960324,-0.165544,0.074802704,-0.13733898,-0.02696301,0.114568025,0.11086823,-0.14743377,-0.048107456,0.12445995,-0.086265,-0.12591499,0.05515551,0.04088129,-0.04973259,-0.11036475,0.15954177,0.25232604,0.0472141,-0.14732273,0.03621602,-0.13936931,-0.053786997,-0.09612983,-0.14194903,-0.115370356,-0.01833332,-0.033195384,0.13983494,0.110457495,-0.22430798,0.06599823,0.124000765,0.034297198,-0.07908662,0.19443363,-0.025512423,0.015097871,0.093287535,0.052964095,0.04455375,0.12524521,0.019152844,-0.095366925,-0.32637662,-0.11751947,0.050455846,0.09076125,0.0092989355,-0.013162019,0.006026084,-0.13550685,0.18488161,-0.06809868,-0.08037543,-0.30348235,0.006377183,0.08936951,0.028120838,0.0085948445,-0.069997296,-0.15446422,-0.019245319,-0.021579828,-0.16818118,-0.18294108,-0.032012828,-0.014874524,-0.1524365,0.0015933408,-0.033319402,-0.13603525,-0.25278875,-0.109476835,0.03292283,-0.054410875,0.057153452,-0.21539532,0.047005035,-0.19146223,-0.25391892,-0.10093471,0.043856733,-0.076736875,0.16505596,0.075871006,-0.07745279,-0.020434322,0.029497445,0.06375685,-0.015633306,-0.050068904,-0.12956826
ohh,-0.07335055,0.006381854,0.0059333756,0.10154833,-0.14002185,0.08191554,-0.04205565,0.057510667,-0.17347452,0.12629837,-0.086419985,0.06733206,0.056280892,0.045712847,-0.12185306,-0.11064884,0.15600686,-0.07228936,-0.055597737,0.03529865,0.027262198,-0.022639116,-0.12247975,0.1018121,0.30157894,0.037792206,-0.05978451,0.07525185,-0.08468445,-0.09551478,-0.09107348,-0.1541779,-0.08158844,0.03135443,-0.037254497,0.18240725,0.13304469,-0.23081146,0.12096589,0.1039497,-0.015503298,-0.13111421,0.102104425,-0.034914378,0.0668123,0.14424093,0.041544035,0.0021847396,0.13897154,-0.10824718,-0.03937542,-0.2425612,-0.14809333,0.09576464,0.066850394,0.04497041,-0.00887605,-0.04579903,-0.030308379,0.16006069,-0.15899321,-0.0820069,-0.3344278,-0.037908413,0.098708816,0.055396948,-0.06568379,0.017525095,-0.06396897,-0.0025800192,-0.034704387,-0.11843766,-0.19398834,-0.019048633,-0.031439193,-0.09001099,-0.037876233,-0.11827027,-0.1588713,-0.19468498,-0.10148589,-0.0282734,-0.06479,0.06059005,-0.21490341,-0.033970382,-0.08424859,-0.32639125,-0.15056458,0.032637175,-0.08114059,0.11213122,0.06370553,-0.14941724,0.013642407,-0.0017175855,0.056051843,-0.06003139,-0.14793265,-0.17088711
understand,-0.028561678,0.06265888,-0.01844386,0.123971015,-0.051214308,0.07370408,-0.022693042,0.006423406,-0.19335803,0.1800973,-0.18359967,0.07617019,0.11371613,0.19479075,-0.1395719,-0.14950787,0.09104603,-0.1930858,-0.26839197,0.109975286,0.03840867,-0.08693336,-0.11024235,0.17093416,0.29518723,-0.081271954,-0.049192116,0.0047050416,-0.08026702,-0.067485735,-0.067373164,-0.14681537,-0.13115309,0.027222186,-0.0107124075,0.22476184,0.045217823,-0.19175239,0.07509645,0.049492832,0.03786243,-0.101415575,0.16694047,0.02225038,0.020160308,0.12295353,0.057571027,0.05177791,0.20010082,-0.08582454,-0.010793378,-0.35822475,0.027186723,0.03706335,0.10113749,-0.050028425,-0.15061122,-0.08155512,-0.08128149,0.13021919,-0.10513382,-0.21337332,-0.33049312,-0.13451779,0.05578244,0.0784722,-0.0064557344,-0.12203735,0.009898178,-0.023873566,-0.021937355,-0.19280572,-0.30467457,-0.08598626,0.013579217,-0.07019557,0.071359426,0.06410227,-0.1507885,-0.21499494,-0.08635932,-0.08150712,-0.07955008,0.09084928,-0.23433919,0.13333882,-0.2078623,-0.33156306,-0.13495554,0.025534976,-0.11674499,0.07123387,0.11405304,-0.092668585,0.013598057,0.013602432,0.11074843,-0.044419643,-0.14042933,-0.11349619
