film_name,term_str,n
castle_in_the_sky,10,3
castle_in_the_sky,2,1
castle_in_the_sky,3,1
castle_in_the_sky,40,2
castle_in_the_sky,50,1
castle_in_the_sky,700,2
castle_in_the_sky,98,1
castle_in_the_sky,a,117
castle_in_the_sky,able,2
castle_in_the_sky,about,11
castle_in_the_sky,above,1
castle_in_the_sky,absolutely,2
castle_in_the_sky,act,1
castle_in_the_sky,action,1
castle_in_the_sky,addressed,1
castle_in_the_sky,advanced,1
castle_in_the_sky,afraid,2
castle_in_the_sky,afresh,1
castle_in_the_sky,after,9
castle_in_the_sky,again,5
castle_in_the_sky,age,1
castle_in_the_sky,agents,1
castle_in_the_sky,ago,2
castle_in_the_sky,ah,29
castle_in_the_sky,ahead,1
castle_in_the_sky,air,3
castle_in_the_sky,airship,4
castle_in_the_sky,alive,3
castle_in_the_sky,all,25
castle_in_the_sky,almost,1
castle_in_the_sky,alone,5
castle_in_the_sky,along,1
castle_in_the_sky,already,2
castle_in_the_sky,also,1
castle_in_the_sky,although,2
castle_in_the_sky,always,5
castle_in_the_sky,am,1
castle_in_the_sky,amazed,1
castle_in_the_sky,amazing,9
castle_in_the_sky,an,23
castle_in_the_sky,ancient,1
castle_in_the_sky,and,58
castle_in_the_sky,angel,1
castle_in_the_sky,anger,1
castle_in_the_sky,answer,1
castle_in_the_sky,any,10
castle_in_the_sky,anyone,1
castle_in_the_sky,anything,4
castle_in_the_sky,anywhere,2
castle_in_the_sky,appearance,1
castle_in_the_sky,apple,1
castle_in_the_sky,apprentice,1
castle_in_the_sky,approached,1
castle_in_the_sky,are,41
castle_in_the_sky,ariaroth,5
castle_in_the_sky,armored,1
castle_in_the_sky,army,5
castle_in_the_sky,around,2
castle_in_the_sky,arrival,1
castle_in_the_sky,arrows,1
castle_in_the_sky,as,14
castle_in_the_sky,ashes,1
castle_in_the_sky,ask,1
castle_in_the_sky,asses,1
castle_in_the_sky,assistant,1
castle_in_the_sky,at,20
castle_in_the_sky,atlantis,1
castle_in_the_sky,attack,1
castle_in_the_sky,attacked,1
castle_in_the_sky,auntie,13
castle_in_the_sky,automobile,1
castle_in_the_sky,aw,2
castle_in_the_sky,awakened,1
castle_in_the_sky,away,8
castle_in_the_sky,awful,1
castle_in_the_sky,awfully,1
castle_in_the_sky,baby,1
castle_in_the_sky,back,16
castle_in_the_sky,bad,5
castle_in_the_sky,bag,2
castle_in_the_sky,bal,5
castle_in_the_sky,balse,1
castle_in_the_sky,barometer,1
castle_in_the_sky,be,48
castle_in_the_sky,beaten,1
castle_in_the_sky,beats,2
castle_in_the_sky,because,7
castle_in_the_sky,become,4
castle_in_the_sky,been,12
castle_in_the_sky,before,3
castle_in_the_sky,beg,2
castle_in_the_sky,beginning,1
castle_in_the_sky,behave,1
castle_in_the_sky,behind,2
castle_in_the_sky,being,6
castle_in_the_sky,believe,1
castle_in_the_sky,believed,2
castle_in_the_sky,below,3
castle_in_the_sky,belt,1
castle_in_the_sky,besides,2
castle_in_the_sky,best,1
castle_in_the_sky,beyond,4
castle_in_the_sky,big,1
castle_in_the_sky,birds,2
castle_in_the_sky,bit,1
castle_in_the_sky,black,1
castle_in_the_sky,blasting,1
castle_in_the_sky,blind,1
castle_in_the_sky,blocked,1
castle_in_the_sky,blow,1
castle_in_the_sky,blowing,1
castle_in_the_sky,board,1
castle_in_the_sky,body,2
castle_in_the_sky,boiled,1
castle_in_the_sky,boiler,1
castle_in_the_sky,bomb,1
castle_in_the_sky,bombs,1
castle_in_the_sky,born,1
castle_in_the_sky,borrow,1
castle_in_the_sky,boss,8
castle_in_the_sky,both,2
castle_in_the_sky,bottom,2
castle_in_the_sky,bow,1
castle_in_the_sky,boy,2
castle_in_the_sky,brag,1
castle_in_the_sky,braids,1
castle_in_the_sky,brake,1
castle_in_the_sky,brat,4
castle_in_the_sky,brave,1
castle_in_the_sky,break,3
castle_in_the_sky,bridge,2
castle_in_the_sky,bring,2
castle_in_the_sky,broke,1
castle_in_the_sky,broken,3
castle_in_the_sky,brother,4
castle_in_the_sky,build,1
castle_in_the_sky,buildings,1
castle_in_the_sky,burn,1
castle_in_the_sky,business,2
castle_in_the_sky,busy,1
castle_in_the_sky,but,28
castle_in_the_sky,by,9
castle_in_the_sky,bye,2
castle_in_the_sky,ca,17
castle_in_the_sky,calculator,1
castle_in_the_sky,call,3
castle_in_the_sky,calm,2
castle_in_the_sky,came,5
castle_in_the_sky,can,16
castle_in_the_sky,cannon,1
castle_in_the_sky,canvas,2
castle_in_the_sky,captain,7
castle_in_the_sky,care,5
castle_in_the_sky,careful,3
castle_in_the_sky,careless,1
castle_in_the_sky,caring,1
castle_in_the_sky,carry,1
castle_in_the_sky,case,1
castle_in_the_sky,castle,4
castle_in_the_sky,catch,1
castle_in_the_sky,caught,2
castle_in_the_sky,cave,1
castle_in_the_sky,celebrate,1
castle_in_the_sky,center,3
castle_in_the_sky,ceramic,1
castle_in_the_sky,certainly,3
castle_in_the_sky,chance,1
castle_in_the_sky,change,1
castle_in_the_sky,changed,1
castle_in_the_sky,charles,1
castle_in_the_sky,chased,2
castle_in_the_sky,chasing,1
castle_in_the_sky,check,1
castle_in_the_sky,checkmate,1
castle_in_the_sky,children,2
castle_in_the_sky,chomp,1
castle_in_the_sky,circuits,1
castle_in_the_sky,city,3
castle_in_the_sky,clan,5
castle_in_the_sky,cleared,1
castle_in_the_sky,climb,1
castle_in_the_sky,clockwise,1
castle_in_the_sky,close,1
castle_in_the_sky,closely,2
castle_in_the_sky,closer,2
castle_in_the_sky,clothes,1
castle_in_the_sky,clouds,9
castle_in_the_sky,code,3
castle_in_the_sky,coincidence,1
castle_in_the_sky,cold,2
castle_in_the_sky,collapse,1
castle_in_the_sky,collapsing,1
castle_in_the_sky,colors,1
castle_in_the_sky,come,15
castle_in_the_sky,coming,6
castle_in_the_sky,command,1
castle_in_the_sky,commander,1
castle_in_the_sky,commence,1
castle_in_the_sky,commotion,1
castle_in_the_sky,communications,1
castle_in_the_sky,compass,1
castle_in_the_sky,complaints,1
castle_in_the_sky,completely,1
castle_in_the_sky,concentrated,1
castle_in_the_sky,confessed,2
castle_in_the_sky,contact,1
castle_in_the_sky,contains,1
castle_in_the_sky,continue,1
castle_in_the_sky,controlled,1
castle_in_the_sky,cook,1
castle_in_the_sky,could,4
castle_in_the_sky,country,2
castle_in_the_sky,course,7
castle_in_the_sky,cover,1
castle_in_the_sky,cramped,2
castle_in_the_sky,crazy,4
castle_in_the_sky,crossed,1
castle_in_the_sky,cruel,1
castle_in_the_sky,crumbled,1
castle_in_the_sky,cry,1
castle_in_the_sky,crystal,1
castle_in_the_sky,cure,1
castle_in_the_sky,cut,1
castle_in_the_sky,d,6
castle_in_the_sky,daffy,1
castle_in_the_sky,damage,1
castle_in_the_sky,damn,5
castle_in_the_sky,danger,2
castle_in_the_sky,dark,4
castle_in_the_sky,dawn,1
castle_in_the_sky,day,4
castle_in_the_sky,dear,2
castle_in_the_sky,deciphered,1
castle_in_the_sky,deep,1
castle_in_the_sky,dekkai,1
castle_in_the_sky,delay,1
castle_in_the_sky,delicious,1
castle_in_the_sky,depart,1
castle_in_the_sky,destroyed,6
castle_in_the_sky,destruction,2
castle_in_the_sky,destructive,1
castle_in_the_sky,did,11
castle_in_the_sky,die,2
castle_in_the_sky,died,3
castle_in_the_sky,difficult,1
castle_in_the_sky,digging,1
castle_in_the_sky,dinner,2
castle_in_the_sky,direction,3
castle_in_the_sky,discover,1
castle_in_the_sky,discovery,1
castle_in_the_sky,disguised,1
castle_in_the_sky,disgust,1
castle_in_the_sky,dishwasher,1
castle_in_the_sky,dived,1
castle_in_the_sky,divided,1
castle_in_the_sky,do,87
castle_in_the_sky,does,6
castle_in_the_sky,doing,8
castle_in_the_sky,done,2
castle_in_the_sky,door,1
castle_in_the_sky,dora,6
castle_in_the_sky,down,9
castle_in_the_sky,dragon,4
castle_in_the_sky,dream,1
castle_in_the_sky,dress,1
castle_in_the_sky,drew,1
castle_in_the_sky,due,2
castle_in_the_sky,dug,1
castle_in_the_sky,ears,1
castle_in_the_sky,earth,4
castle_in_the_sky,east,5
castle_in_the_sky,easy,1
castle_in_the_sky,eat,2
castle_in_the_sky,economize,1
castle_in_the_sky,edge,1
castle_in_the_sky,effect,1
castle_in_the_sky,eggs,1
castle_in_the_sky,eh,14
castle_in_the_sky,elementary,1
castle_in_the_sky,emergency,1
castle_in_the_sky,empire,2
castle_in_the_sky,end,3
castle_in_the_sky,engine,3
castle_in_the_sky,engineer,1
castle_in_the_sky,engines,1
castle_in_the_sky,enough,7
castle_in_the_sky,enter,1
castle_in_the_sky,entrance,3
castle_in_the_sky,escape,1
castle_in_the_sky,escaped,1
castle_in_the_sky,even,5
castle_in_the_sky,everybody,5
castle_in_the_sky,everyone,5
castle_in_the_sky,everything,2
castle_in_the_sky,evidence,1
castle_in_the_sky,excellency,6
castle_in_the_sky,excellent,7
castle_in_the_sky,except,2
castle_in_the_sky,exceptional,1
castle_in_the_sky,existed,1
castle_in_the_sky,exists,1
castle_in_the_sky,eyes,7
castle_in_the_sky,face,2
castle_in_the_sky,fades,1
castle_in_the_sky,fall,3
castle_in_the_sky,falling,5
castle_in_the_sky,family,6
castle_in_the_sky,far,3
castle_in_the_sky,farm,1
castle_in_the_sky,fashionable,1
castle_in_the_sky,fast,1
castle_in_the_sky,fasten,1
castle_in_the_sky,faster,2
castle_in_the_sky,fat,1
castle_in_the_sky,fate,1
castle_in_the_sky,father,11
castle_in_the_sky,fear,2
castle_in_the_sky,feared,1
castle_in_the_sky,feel,2
castle_in_the_sky,feet,1
castle_in_the_sky,fell,3
castle_in_the_sky,fellow,1
castle_in_the_sky,fellows,1
castle_in_the_sky,fight,2
castle_in_the_sky,fighting,1
castle_in_the_sky,finally,1
castle_in_the_sky,find,4
castle_in_the_sky,fine,3
castle_in_the_sky,finished,1
castle_in_the_sky,fire,5
castle_in_the_sky,fireplace,2
castle_in_the_sky,fires,1
castle_in_the_sky,first,5
castle_in_the_sky,fist,1
castle_in_the_sky,fists,1
castle_in_the_sky,flapters,1
castle_in_the_sky,flies,1
castle_in_the_sky,floated,1
castle_in_the_sky,floating,4
castle_in_the_sky,floats,1
castle_in_the_sky,floor,2
castle_in_the_sky,flowers,1
castle_in_the_sky,fly,3
castle_in_the_sky,flying,3
castle_in_the_sky,flyrocks,1
castle_in_the_sky,follow,6
castle_in_the_sky,followed,2
castle_in_the_sky,fool,1
castle_in_the_sky,fools,3
castle_in_the_sky,for,33
castle_in_the_sky,forced,1
castle_in_the_sky,forever,1
castle_in_the_sky,forget,4
castle_in_the_sky,forgive,3
castle_in_the_sky,forgot,1
castle_in_the_sky,forgotten,1
castle_in_the_sky,form,1
castle_in_the_sky,formerly,1
castle_in_the_sky,fort,1
castle_in_the_sky,forward,1
castle_in_the_sky,found,3
castle_in_the_sky,free,3
castle_in_the_sky,freed,1
castle_in_the_sky,friends,1
castle_in_the_sky,from,17
castle_in_the_sky,front,1
castle_in_the_sky,full,4
castle_in_the_sky,funny,1
castle_in_the_sky,fuses,1
castle_in_the_sky,gaining,1
castle_in_the_sky,game,1
castle_in_the_sky,garbage,1
castle_in_the_sky,gardening,1
castle_in_the_sky,gardens,1
castle_in_the_sky,gas,2
castle_in_the_sky,gather,2
castle_in_the_sky,gave,2
castle_in_the_sky,general,1
castle_in_the_sky,generations,1
castle_in_the_sky,gentlemen,1
castle_in_the_sky,get,32
castle_in_the_sky,gets,1
castle_in_the_sky,getting,1
castle_in_the_sky,girl,36
castle_in_the_sky,give,7
castle_in_the_sky,given,1
castle_in_the_sky,giving,1
castle_in_the_sky,glad,2
castle_in_the_sky,glasses,2
castle_in_the_sky,glowing,1
castle_in_the_sky,go,40
castle_in_the_sky,god,1
castle_in_the_sky,goes,1
castle_in_the_sky,going,12
castle_in_the_sky,gold,2
castle_in_the_sky,goliath,8
castle_in_the_sky,gomorrah,1
castle_in_the_sky,gondoa,3
castle_in_the_sky,gone,1
castle_in_the_sky,good,19
castle_in_the_sky,goodbye,1
castle_in_the_sky,got,5
castle_in_the_sky,gotten,1
castle_in_the_sky,government,2
castle_in_the_sky,grab,1
castle_in_the_sky,grandmother,4
castle_in_the_sky,grandpa,8
castle_in_the_sky,grave,1
castle_in_the_sky,great,1
castle_in_the_sky,greedy,1
castle_in_the_sky,greenhorn,1
castle_in_the_sky,grenade,1
castle_in_the_sky,grew,1
castle_in_the_sky,ground,1
castle_in_the_sky,guard,1
castle_in_the_sky,gulliver,1
castle_in_the_sky,guns,1
castle_in_the_sky,h,1
castle_in_the_sky,ha,29
castle_in_the_sky,habit,1
castle_in_the_sky,had,7
castle_in_the_sky,hair,1
castle_in_the_sky,haircut,1
castle_in_the_sky,hand,3
castle_in_the_sky,handle,2
castle_in_the_sky,hands,6
castle_in_the_sky,handy,1
castle_in_the_sky,hang,4
castle_in_the_sky,happen,1
castle_in_the_sky,happened,4
castle_in_the_sky,happens,2
castle_in_the_sky,hard,2
castle_in_the_sky,harder,1
castle_in_the_sky,harm,1
castle_in_the_sky,has,17
castle_in_the_sky,hate,1
castle_in_the_sky,have,30
castle_in_the_sky,he,10
castle_in_the_sky,head,2
castle_in_the_sky,hear,3
castle_in_the_sky,heart,3
castle_in_the_sky,heartfelt,1
castle_in_the_sky,heaven,1
castle_in_the_sky,heavenly,1
castle_in_the_sky,heh,6
castle_in_the_sky,hello,3
castle_in_the_sky,help,10
castle_in_the_sky,helped,1
castle_in_the_sky,her,13
castle_in_the_sky,here,25
castle_in_the_sky,hero,1
castle_in_the_sky,hesitate,1
castle_in_the_sky,hey,19
castle_in_the_sky,hidden,2
castle_in_the_sky,hide,1
castle_in_the_sky,hiding,2
castle_in_the_sky,hills,1
castle_in_the_sky,him,4
castle_in_the_sky,himself,1
castle_in_the_sky,his,5
castle_in_the_sky,hitaki,2
castle_in_the_sky,hm,8
castle_in_the_sky,hmph,2
castle_in_the_sky,ho,8
castle_in_the_sky,hold,3
castle_in_the_sky,holder,1
castle_in_the_sky,holy,4
castle_in_the_sky,home,1
castle_in_the_sky,hook,1
castle_in_the_sky,hope,5
castle_in_the_sky,hopeless,1
castle_in_the_sky,hour,1
castle_in_the_sky,house,3
castle_in_the_sky,how,14
castle_in_the_sky,however,1
castle_in_the_sky,huge,2
castle_in_the_sky,huh,3
castle_in_the_sky,human,3
castle_in_the_sky,hungry,2
castle_in_the_sky,hunh,1
castle_in_the_sky,hunt,1
castle_in_the_sky,hurry,20
castle_in_the_sky,hurt,4
castle_in_the_sky,hurts,1
castle_in_the_sky,hut,1
castle_in_the_sky,i,140
castle_in_the_sky,idea,1
castle_in_the_sky,idiot,2
castle_in_the_sky,idiots,1
castle_in_the_sky,if,31
castle_in_the_sky,illness,1
castle_in_the_sky,imagination,1
castle_in_the_sky,imagining,1
castle_in_the_sky,imp,2
castle_in_the_sky,important,1
castle_in_the_sky,impossible,2
castle_in_the_sky,impressive,1
castle_in_the_sky,imps,2
castle_in_the_sky,in,61
castle_in_the_sky,inactive,1
castle_in_the_sky,incantation,3
castle_in_the_sky,incantations,1
castle_in_the_sky,incident,1
castle_in_the_sky,indeed,1
castle_in_the_sky,indicates,1
castle_in_the_sky,indora,1
castle_in_the_sky,inform,1
castle_in_the_sky,inherited,3
castle_in_the_sky,inside,7
castle_in_the_sky,instead,1
castle_in_the_sky,intend,1
castle_in_the_sky,internal,1
castle_in_the_sky,into,10
castle_in_the_sky,intrepid,1
castle_in_the_sky,investigate,1
castle_in_the_sky,investigation,1
castle_in_the_sky,investment,1
castle_in_the_sky,invite,1
castle_in_the_sky,is,84
castle_in_the_sky,island,9
castle_in_the_sky,it,219
castle_in_the_sky,itself,2
castle_in_the_sky,jamming,1
castle_in_the_sky,jasfa,1
castle_in_the_sky,joke,1
castle_in_the_sky,jump,1
castle_in_the_sky,just,24
castle_in_the_sky,keep,7
castle_in_the_sky,kidnap,1
castle_in_the_sky,kidnapped,1
castle_in_the_sky,kidnapping,1
castle_in_the_sky,kids,2
castle_in_the_sky,kill,3
castle_in_the_sky,killing,1
castle_in_the_sky,kind,2
castle_in_the_sky,king,6
castle_in_the_sky,kitchen,1
castle_in_the_sky,kite,1
castle_in_the_sky,knees,1
castle_in_the_sky,knew,1
castle_in_the_sky,knife,1
castle_in_the_sky,knotted,1
castle_in_the_sky,know,10
castle_in_the_sky,knows,1
castle_in_the_sky,la,2
castle_in_the_sky,land,1
castle_in_the_sky,laputa,52
castle_in_the_sky,laputan,2
castle_in_the_sky,last,4
castle_in_the_sky,later,1
castle_in_the_sky,latobarita,5
castle_in_the_sky,launch,1
castle_in_the_sky,learned,1
castle_in_the_sky,leave,6
castle_in_the_sky,leaving,1
castle_in_the_sky,leete,7
castle_in_the_sky,left,3
castle_in_the_sky,legend,2
castle_in_the_sky,let,30
castle_in_the_sky,levistone,20
castle_in_the_sky,liar,1
castle_in_the_sky,life,4
castle_in_the_sky,lift,1
castle_in_the_sky,light,14
castle_in_the_sky,like,28
castle_in_the_sky,listen,5
castle_in_the_sky,little,14
castle_in_the_sky,live,4
castle_in_the_sky,livein,1
castle_in_the_sky,living,2
castle_in_the_sky,ll,58
castle_in_the_sky,location,1
castle_in_the_sky,lock,1
castle_in_the_sky,loiter,1
castle_in_the_sky,loitering,1
castle_in_the_sky,lonely,1
castle_in_the_sky,long,3
castle_in_the_sky,look,17
castle_in_the_sky,looked,2
castle_in_the_sky,lookout,3
castle_in_the_sky,looks,4
castle_in_the_sky,lose,2
castle_in_the_sky,lost,2
castle_in_the_sky,lot,3
castle_in_the_sky,loud,1
castle_in_the_sky,louie,1
castle_in_the_sky,love,1
castle_in_the_sky,low,1
castle_in_the_sky,lower,1
castle_in_the_sky,luck,3
castle_in_the_sky,lusheeta,5
castle_in_the_sky,lying,1
castle_in_the_sky,m,19
castle_in_the_sky,machines,1
castle_in_the_sky,mad,1
castle_in_the_sky,made,5
castle_in_the_sky,madge,1
castle_in_the_sky,magic,1
castle_in_the_sky,make,8
castle_in_the_sky,making,3
castle_in_the_sky,mama,21
castle_in_the_sky,man,7
castle_in_the_sky,managed,1
castle_in_the_sky,manuscript,1
castle_in_the_sky,many,6
castle_in_the_sky,march,1
castle_in_the_sky,marry,1
castle_in_the_sky,mask,1
castle_in_the_sky,matter,7
castle_in_the_sky,maudlin,1
castle_in_the_sky,may,4
castle_in_the_sky,me,35
castle_in_the_sky,meals,1
castle_in_the_sky,mean,2
castle_in_the_sky,means,2
castle_in_the_sky,meatballs,1
castle_in_the_sky,meet,1
castle_in_the_sky,men,3
castle_in_the_sky,met,1
castle_in_the_sky,metallic,1
castle_in_the_sky,mincemeat,1
castle_in_the_sky,mine,5
castle_in_the_sky,miners,1
castle_in_the_sky,mines,1
castle_in_the_sky,minute,1
castle_in_the_sky,minutes,1
castle_in_the_sky,mistaken,2
castle_in_the_sky,mixed,1
castle_in_the_sky,mmm,1
castle_in_the_sky,mobilized,1
castle_in_the_sky,mockery,1
castle_in_the_sky,moment,1
castle_in_the_sky,monarchy,1
castle_in_the_sky,money,3
castle_in_the_sky,mooska,14
castle_in_the_sky,more,9
castle_in_the_sky,morning,1
castle_in_the_sky,moth,1
castle_in_the_sky,mother,3
castle_in_the_sky,mountain,2
castle_in_the_sky,mountainbred,1
castle_in_the_sky,mountains,1
castle_in_the_sky,move,5
castle_in_the_sky,moved,2
castle_in_the_sky,moving,3
castle_in_the_sky,mowing,1
castle_in_the_sky,much,1
castle_in_the_sky,must,10
castle_in_the_sky,my,32
castle_in_the_sky,mysterious,2
castle_in_the_sky,name,8
castle_in_the_sky,nay,1
castle_in_the_sky,necklace,1
castle_in_the_sky,need,3
castle_in_the_sky,neither,2
castle_in_the_sky,nerve,1
castle_in_the_sky,nest,5
castle_in_the_sky,nests,1
castle_in_the_sky,netoreel,5
castle_in_the_sky,never,7
castle_in_the_sky,new,1
castle_in_the_sky,next,4
castle_in_the_sky,nice,4
castle_in_the_sky,night,1
castle_in_the_sky,no,23
castle_in_the_sky,nobody,3
castle_in_the_sky,noise,1
castle_in_the_sky,noisy,1
castle_in_the_sky,none,1
castle_in_the_sky,nor,1
castle_in_the_sky,north,5
castle_in_the_sky,northern,1
castle_in_the_sky,not,14
castle_in_the_sky,nothing,5
castle_in_the_sky,notified,1
castle_in_the_sky,novice,1
castle_in_the_sky,now,15
castle_in_the_sky,nt,126
castle_in_the_sky,number,1
castle_in_the_sky,ocean,2
castle_in_the_sky,of,82
castle_in_the_sky,off,7
castle_in_the_sky,offer,2
castle_in_the_sky,oh,17
castle_in_the_sky,oil,1
castle_in_the_sky,ok,11
castle_in_the_sky,okami,2
castle_in_the_sky,old,13
castle_in_the_sky,on,29
castle_in_the_sky,once,3
castle_in_the_sky,one,10
castle_in_the_sky,ones,1
castle_in_the_sky,only,6
castle_in_the_sky,onto,1
castle_in_the_sky,oof,1
castle_in_the_sky,ooh,1
castle_in_the_sky,oop,1
castle_in_the_sky,open,6
castle_in_the_sky,opened,2
castle_in_the_sky,or,7
castle_in_the_sky,orders,2
castle_in_the_sky,oriental,1
castle_in_the_sky,originally,1
castle_in_the_sky,other,2
castle_in_the_sky,others,5
castle_in_the_sky,ouch,4
castle_in_the_sky,our,7
castle_in_the_sky,out,21
castle_in_the_sky,outside,1
castle_in_the_sky,over,11
castle_in_the_sky,overtime,2
castle_in_the_sky,ow,1
castle_in_the_sky,own,1
castle_in_the_sky,packing,1
castle_in_the_sky,pair,1
castle_in_the_sky,paragraph,1
castle_in_the_sky,parents,1
castle_in_the_sky,paro,1
castle_in_the_sky,parties,1
castle_in_the_sky,parts,1
castle_in_the_sky,pass,1
castle_in_the_sky,pazu,51
castle_in_the_sky,peace,1
castle_in_the_sky,peaks,1
castle_in_the_sky,peeler,1
castle_in_the_sky,people,7
castle_in_the_sky,perfect,1
castle_in_the_sky,perfectly,1
castle_in_the_sky,person,2
castle_in_the_sky,phew,3
castle_in_the_sky,phone,1
castle_in_the_sky,photograph,2
castle_in_the_sky,picked,2
castle_in_the_sky,picking,1
castle_in_the_sky,pie,1
castle_in_the_sky,pieces,3
castle_in_the_sky,piercing,1
castle_in_the_sky,pirate,3
castle_in_the_sky,pirates,10
castle_in_the_sky,pitiful,1
castle_in_the_sky,place,5
castle_in_the_sky,planned,1
castle_in_the_sky,play,1
castle_in_the_sky,playing,1
castle_in_the_sky,please,9
castle_in_the_sky,plunder,1
castle_in_the_sky,pointed,1
castle_in_the_sky,pointing,1
castle_in_the_sky,police,1
castle_in_the_sky,pom,3
castle_in_the_sky,poor,4
castle_in_the_sky,post,2
castle_in_the_sky,pot,1
castle_in_the_sky,potato,1
castle_in_the_sky,pounding,1
castle_in_the_sky,powder,1
castle_in_the_sky,power,13
castle_in_the_sky,powerful,1
castle_in_the_sky,pressure,1
castle_in_the_sky,pretty,11
castle_in_the_sky,probably,2
castle_in_the_sky,problem,1
castle_in_the_sky,progress,1
castle_in_the_sky,promise,2
castle_in_the_sky,protect,5
castle_in_the_sky,protected,2
castle_in_the_sky,prove,1
castle_in_the_sky,pudding,1
castle_in_the_sky,pure,1
castle_in_the_sky,pursuit,1
castle_in_the_sky,push,2
castle_in_the_sky,pushing,1
castle_in_the_sky,put,6
castle_in_the_sky,queen,2
castle_in_the_sky,quickly,1
castle_in_the_sky,quiet,5
castle_in_the_sky,quit,1
castle_in_the_sky,quite,1
castle_in_the_sky,race,1
castle_in_the_sky,radio,1
castle_in_the_sky,radios,1
castle_in_the_sky,raise,1
castle_in_the_sky,ram,1
castle_in_the_sky,ramayana,1
castle_in_the_sky,rapidly,1
castle_in_the_sky,rare,1
castle_in_the_sky,rate,3
castle_in_the_sky,re,42
castle_in_the_sky,read,2
castle_in_the_sky,ready,1
castle_in_the_sky,real,2
castle_in_the_sky,really,6
castle_in_the_sky,reason,1
castle_in_the_sky,rebirth,2
castle_in_the_sky,reborn,3
castle_in_the_sky,reduced,1
castle_in_the_sky,relieved,1
castle_in_the_sky,remember,4
castle_in_the_sky,repay,1
castle_in_the_sky,reply,1
castle_in_the_sky,rescue,2
castle_in_the_sky,resist,1
castle_in_the_sky,respect,1
castle_in_the_sky,rest,1
castle_in_the_sky,restless,1
castle_in_the_sky,retreat,1
castle_in_the_sky,return,3
castle_in_the_sky,reward,1
castle_in_the_sky,rid,1
castle_in_the_sky,riddled,1
castle_in_the_sky,ride,3
castle_in_the_sky,riding,1
castle_in_the_sky,right,13
castle_in_the_sky,rightful,1
castle_in_the_sky,rise,1
castle_in_the_sky,robot,14
castle_in_the_sky,robots,2
castle_in_the_sky,rock,2
castle_in_the_sky,rocks,2
castle_in_the_sky,romooska,1
castle_in_the_sky,room,3
castle_in_the_sky,roots,4
castle_in_the_sky,rope,1
castle_in_the_sky,ropes,1
castle_in_the_sky,rose,1
castle_in_the_sky,roving,1
castle_in_the_sky,royal,3
castle_in_the_sky,rubbish,1
castle_in_the_sky,rudder,1
castle_in_the_sky,run,9
castle_in_the_sky,rundown,1
castle_in_the_sky,running,1
castle_in_the_sky,s,210
castle_in_the_sky,sad,1
castle_in_the_sky,safely,1
castle_in_the_sky,sagi,1
castle_in_the_sky,said,6
castle_in_the_sky,sake,2
castle_in_the_sky,same,4
castle_in_the_sky,sanctuary,1
castle_in_the_sky,save,5
castle_in_the_sky,saved,3
castle_in_the_sky,saving,1
castle_in_the_sky,saw,3
castle_in_the_sky,say,6
castle_in_the_sky,scarce,1
castle_in_the_sky,scare,1
castle_in_the_sky,scared,4
castle_in_the_sky,science,2
castle_in_the_sky,scientific,1
castle_in_the_sky,scientists,1
castle_in_the_sky,scream,1
castle_in_the_sky,screen,1
castle_in_the_sky,sea,1
castle_in_the_sky,seal,2
castle_in_the_sky,search,1
castle_in_the_sky,searched,1
castle_in_the_sky,season,1
castle_in_the_sky,second,2
castle_in_the_sky,seconds,5
castle_in_the_sky,secret,6
castle_in_the_sky,see,17
castle_in_the_sky,seeds,1
castle_in_the_sky,seems,1
castle_in_the_sky,seen,4
castle_in_the_sky,separated,1
castle_in_the_sky,set,3
castle_in_the_sky,setting,1
castle_in_the_sky,settle,2
castle_in_the_sky,sewed,1
castle_in_the_sky,shafts,2
castle_in_the_sky,shake,1
castle_in_the_sky,shaken,1
castle_in_the_sky,shaking,1
castle_in_the_sky,shamelessly,1
castle_in_the_sky,sharp,1
castle_in_the_sky,she,20
castle_in_the_sky,shed,1
castle_in_the_sky,sheeta,66
castle_in_the_sky,shells,1
castle_in_the_sky,shift,1
castle_in_the_sky,ship,14
castle_in_the_sky,shirk,1
castle_in_the_sky,shirkers,1
castle_in_the_sky,shirt,1
castle_in_the_sky,shit,12
castle_in_the_sky,shoo,2
castle_in_the_sky,shoot,4
castle_in_the_sky,should,8
castle_in_the_sky,show,7
castle_in_the_sky,showing,2
castle_in_the_sky,shown,1
castle_in_the_sky,shut,1
castle_in_the_sky,side,2
castle_in_the_sky,sign,1
castle_in_the_sky,silent,1
castle_in_the_sky,silly,1
castle_in_the_sky,silver,1
castle_in_the_sky,since,5
castle_in_the_sky,sing,1
castle_in_the_sky,sir,6
castle_in_the_sky,sit,1
castle_in_the_sky,size,1
castle_in_the_sky,sky,15
castle_in_the_sky,sleep,3
castle_in_the_sky,slow,1
castle_in_the_sky,small,4
castle_in_the_sky,smoke,1
castle_in_the_sky,smoothly,1
castle_in_the_sky,sneaked,1
castle_in_the_sky,so,15
castle_in_the_sky,sodom,1
castle_in_the_sky,soft,1
castle_in_the_sky,sold,1
castle_in_the_sky,soldier,1
castle_in_the_sky,some,6
castle_in_the_sky,somehow,3
castle_in_the_sky,something,8
castle_in_the_sky,song,1
castle_in_the_sky,sons,1
castle_in_the_sky,soon,3
castle_in_the_sky,sorry,4
castle_in_the_sky,sort,1
castle_in_the_sky,sounded,1
castle_in_the_sky,source,1
