term_str,PC0,PC1,PC2,PC3,PC4
observe,-1.0605199058755904e-05,-1.9141032783243732e-05,-2.7880785097143835e-05,-3.6603469123909744e-05,-5.236445608953163e-05
obsessed,-6.14860982919968e-06,-1.0383340289635185e-05,-1.2227400575357696e-05,-9.6991781550786e-06,1.1494490171491839e-06
obtain,-1.0605199058755904e-05,-1.9141032783243732e-05,-2.7880785097143835e-05,-3.6603469123909744e-05,-5.236445608953163e-05
obtained,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
obvious,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
obviously,-1.0310919426322431e-05,-2.2826063759448104e-05,0.00010879576173085067,1.46480528194999e-05,-3.16753354679232e-05
occasionally,-6.7581566676507335e-06,-1.1735610853383372e-05,-1.2816040009494569e-05,-1.0806638821822074e-05,2.4031576465851683e-08
occasions,-1.7480839950783327e-05,-3.197013396004712e-05,-5.0460945690953974e-05,-7.855079795983947e-05,-0.00013641145365511873
occupied,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
occur,-8.23098419447839e-06,-1.4753919463583356e-05,-1.928747653232824e-05,-2.3930846652193872e-05,8.714814004110368e-06
occurring,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
ocean,0.0003962087612013856,5.930527782265703e-05,1.4046398280317859e-05,0.00010946677577712109,-8.60358233981513e-06
oceans,-7.701796971081028e-06,-1.3302071444386119e-05,-2.118298283289703e-05,-1.3966243667949624e-05,-3.909604535379733e-05
oclock,-2.0274470002954653e-05,-3.5206832560154364e-05,-3.844812002848835e-05,-3.241991646547013e-05,7.20947293975388e-08
odd,0.0001957433598840601,4.365895244436743e-05,4.5870149481493945e-06,-5.354246850969566e-06,2.7783333732804073e-06
oddly,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
of,-0.0,-0.0,0.0,-0.0,-0.0
off,-0.0,-0.0,0.0,-0.0,-0.0
offender,-1.1991314478701353e-05,-1.919711303963796e-05,-2.8112479443666467e-05,-3.0208678337732173e-05,7.956372495115524e-06
offense,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
offer,-6.251545436329965e-05,9.210839378136416e-05,1.6573210648448875e-05,0.0001357785348873979,-6.2288957337439925e-06
offered,-9.087054360649138e-05,0.0002693627619092447,2.3540349416310747e-05,5.853475398129245e-06,-8.025388520734566e-07
offering,-1.0310919426322431e-05,-2.2826063759448104e-05,0.00010879576173085067,1.46480528194999e-05,-3.16753354679232e-05
offerings,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
offguard,-6.14860982919968e-06,-1.0383340289635185e-05,-1.2227400575357696e-05,-9.6991781550786e-06,1.1494490171491839e-06
office,-1.3448781392121486e-05,-2.6841766449556504e-05,6.739340773772872e-05,-4.798843324591713e-07,-2.281117468414665e-05
officers,-7.928414555518232e-06,-1.3576932814116903e-05,-1.7396337793243522e-05,-1.5298875400163303e-05,7.386564149070605e-07
official,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
offs,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
offscreen,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
offshore,0.00026958404360068465,6.65875448184531e-05,1.5864680906217314e-05,4.703955265262216e-06,-5.894113130304348e-07
offspring,-6.7581566676507335e-06,-1.1735610853383372e-05,-1.2816040009494569e-05,-1.0806638821822074e-05,2.4031576465851683e-08
offtrack,-6.14860982919968e-06,-1.0383340289635185e-05,-1.2227400575357696e-05,-9.6991781550786e-06,1.1494490171491839e-06
often,4.5852116044816606e-05,8.808386978904206e-05,-1.391906461574992e-05,-2.2092444666464075e-05,-2.1214162428065515e-05
oh,-0.0,-0.0,0.0,-0.0,-0.0
ohagi,-9.087054360649138e-05,0.0002693627619092447,2.3540349416310747e-05,5.853475398129245e-06,-8.025388520734566e-07
ohh,-0.0002349829626114161,-0.0005124710042482857,0.0022932178400088617,0.0002916100970836199,-0.000676101424451655
ohhh,-2.6502951312646654e-05,-5.211943516782577e-05,0.0001297031831282135,-3.2138852015141095e-06,-4.077498385568236e-05
ohmiai,-6.14860982919968e-06,-1.0383340289635185e-05,-1.2227400575357696e-05,-9.6991781550786e-06,1.1494490171491839e-06
ohmu,-0.00031577367581437575,-0.000545384929219923,-0.0008685022961489254,-0.0005726159903860318,-0.0016029378595059614
ohnohya,-3.074304914599957e-05,-5.191670144817797e-05,-6.113700287679091e-05,-4.8495890775394936e-05,5.747245085746087e-06
oho,-1.066205353886026e-05,-1.8461546683852692e-05,-2.5069195301120304e-05,-1.826629642230344e-05,-2.880976752575041e-05
ohohoho,-1.0310919426322431e-05,-2.2826063759448104e-05,0.00010879576173085067,1.46480528194999e-05,-3.16753354679232e-05
oi,-1.3824931267570336e-05,-2.2808258345086883e-05,-3.0178662849029467e-05,-3.0242663178196182e-05,5.884354652771924e-06
oil,-9.26081147313649e-06,-1.6652504432408434e-05,-3.465533999120327e-05,0.0001478683937888457,5.699887702503636e-06
ojiisan,-6.14860982919968e-06,-1.0383340289635185e-05,-1.2227400575357696e-05,-9.6991781550786e-06,1.1494490171491839e-06
ok,-0.00010733168170554856,-0.00018589229062712233,-0.0002884783715795256,0.0004124632748111894,-4.867694112983132e-05
okajima,-4.9188878633599834e-05,-8.306672231708549e-05,-9.78192046028663e-05,-7.759342524063257e-05,9.195592137193857e-06
okajimasan,-3.074304914599957e-05,-5.191670144817797e-05,-6.113700287679091e-05,-4.8495890775394936e-05,5.747245085746087e-06
okami,-1.8521622946274583e-05,-3.330500886481976e-05,-6.931067998241246e-05,0.0002957367875777169,1.1399775405008249e-05
okara,-1.1991314478701353e-05,-1.919711303963796e-05,-2.8112479443666467e-05,-3.0208678337732173e-05,7.956372495115524e-06
okay,0.00017550294715342542,0.0004898779509724949,0.00025571255923888123,-5.676633312886861e-05,0.00012362916329524505
oke,-3.703942887515814e-05,-6.639263758613483e-05,-8.679364439548973e-05,-0.00010768880993488805,3.921666301850247e-05
okino,-6.7581566676507335e-06,-1.1735610853383372e-05,-1.2816040009494569e-05,-1.0806638821822074e-05,2.4031576465851683e-08
okiyo,-1.2346476291718942e-05,-2.2130879195377464e-05,-2.893121479849554e-05,-3.589626997829471e-05,1.3072221006166995e-05
okkotonushi,-6.770912650566299e-05,-0.00011968967099140171,-0.00015097977942582998,-0.0001243978670281825,-3.3735898440803994e-05
okkotonushisama,-3.385456325283082e-05,-5.984483549569982e-05,-7.548988971291369e-05,-6.219893351409024e-05,-1.6867949220401777e-05
old,9.004333204992464e-06,2.8983991764361577e-05,2.55556045323228e-05,4.898748107034337e-05,-8.598331109368638e-06
older,-1.5420299724679925e-05,-2.883537029950952e-05,4.14665161193169e-05,-1.6067239223369586e-05,-1.1301540343765462e-05
oldfashioned,-1.0829150120112766e-05,-1.8664215842622248e-05,-2.227711082048023e-05,-1.9248913049673448e-05,5.623683450602913e-07
omigosh,-6.14860982919968e-06,-1.0383340289635185e-05,-1.2227400575357696e-05,-9.6991781550786e-06,1.1494490171491839e-06
ominous,-9.83936990360684e-06,-1.71627247775491e-05,-2.489636645443694e-05,-1.7941751686813732e-05,-3.090041891993641e-05
on,-0.0,-0.0,0.0,-0.0,-0.0
once,-0.0,-0.0,0.0,-0.0,-0.0
oncoming,-6.7581566676507335e-06,-1.1735610853383372e-05,-1.2816040009494569e-05,-1.0806638821822074e-05,2.4031576465851683e-08
one,-0.0,-0.0,0.0,-0.0,-0.0
onegai,-0.0002726116308194744,0.0008080882857277347,7.062104824893225e-05,1.7560426194387725e-05,-2.407616556220368e-06
onehanded,-7.928414555518232e-06,-1.3576932814116903e-05,-1.7396337793243522e-05,-1.5298875400163303e-05,7.386564149070605e-07
onenight,-6.14860982919968e-06,-1.0383340289635185e-05,-1.2227400575357696e-05,-9.6991781550786e-06,1.1494490171491839e-06
oneonone,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
ones,-4.941089797834499e-05,3.369894455690932e-06,-4.9508060153639036e-05,-3.037823737210595e-05,4.1618131067754774e-05
oneway,-8.267534381846967e-06,-1.6203686107325783e-05,2.4208694940973432e-05,-1.8435669289966875e-05,0.0001120928157491574
ongaeshi,-6.14860982919968e-06,-1.0383340289635185e-05,-1.2227400575357696e-05,-9.6991781550786e-06,1.1494490171491839e-06
oni,-6.14860982919968e-06,-1.0383340289635185e-05,-1.2227400575357696e-05,-9.6991781550786e-06,1.1494490171491839e-06
onion,-1.229721965839936e-05,-2.076668057927037e-05,-2.4454801150715392e-05,-1.93983563101572e-05,2.2988980342983678e-06
onions,-6.14860982919968e-06,-1.0383340289635185e-05,-1.2227400575357696e-05,-9.6991781550786e-06,1.1494490171491839e-06
only,-0.0,-0.0,0.0,-0.0,-0.0
onobu,-6.14860982919968e-06,-1.0383340289635185e-05,-1.2227400575357696e-05,-9.6991781550786e-06,1.1494490171491839e-06
onto,-4.215054740691487e-05,6.178409143557999e-05,3.0061256354327623e-05,4.307742830802775e-05,2.664432500837494e-05
oodles,-6.14860982919968e-06,-1.0383340289635185e-05,-1.2227400575357696e-05,-9.6991781550786e-06,1.1494490171491839e-06
oof,-0.00010337016446615326,-0.00017901963748233077,-0.0002910809291553095,-6.603544754641959e-05,-0.0004858644678895071
ooh,-2.1748627933881496e-05,-4.2894271699953016e-05,6.762861171530327e-05,6.611036861174119e-05,-4.17888791857858e-05
ooo,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
ooops,-9.087054360649138e-05,0.0002693627619092447,2.3540349416310747e-05,5.853475398129245e-06,-8.025388520734566e-07
oop,-9.26081147313649e-06,-1.6652504432408434e-05,-3.465533999120327e-05,0.0001478683937888457,5.699887702503636e-06
oops,-9.516810277619322e-06,-1.6309418909794842e-05,-1.8465792559509782e-05,-1.5119973682360388e-05,8.652664613268621e-07
ooze,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
open,-1.3635328139284353e-05,2.3976197382399944e-05,9.414574054931498e-06,1.7316014325392836e-05,1.4443465251692489e-05
opened,-6.029931676629306e-05,9.820921429767431e-05,-4.1044758758267e-05,0.0001239041086624629,7.472876938441458e-06
opening,-1.85772588222808e-05,-3.307280769160143e-05,-1.8542704929949733e-05,-3.677355490866359e-05,4.347129215263642e-05
openly,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
opera,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
operation,-6.901448737291145e-05,-0.00012296526620570993,-0.0001663440474784707,-0.00018822753113123043,3.3908110612998526e-06
operational,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
operations,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
opinion,-1.4913380791798934e-05,-2.532327930411552e-05,-3.0858956759549294e-05,-2.558401993452548e-05,2.239742185471376e-06
opponent,-8.146620737475616e-06,-1.3748616749656426e-05,-1.8670095119593973e-05,-1.2801145038955985e-05,3.570480659636577e-06
opportunity,-1.1524943736604696e-05,-1.981924628774399e-05,-2.844648000163353e-05,-2.157864915206438e-05,-2.8282838568851888e-05
oppose,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
opposed,-8.146620737475616e-06,-1.3748616749656426e-05,-1.8670095119593973e-05,-1.2801145038955985e-05,3.570480659636577e-06
opposing,-7.568240327885368e-06,-1.3095565478678098e-05,-1.61266943940623e-05,-1.5974403975378895e-05,4.060482846243693e-06
opposite,-1.1378168691651453e-05,-1.9647427818590585e-05,-2.684602427944768e-05,-1.9864778058526788e-05,-2.3790819887704364e-05
opposites,-8.267534381846967e-06,-1.6203686107325783e-05,2.4208694940973432e-05,-1.8435669289966875e-05,0.0001120928157491574
or,-0.0,-0.0,0.0,-0.0,-0.0
order,-2.102977064354019e-05,-3.689413067295113e-05,-5.142158397748392e-05,-5.3709943127891814e-05,-5.763837019570008e-05
ordered,-1.3281684810868977e-05,-2.6639097290786945e-05,6.460132325708865e-05,5.027322949108362e-07,-5.218331055495736e-05
orders,-2.8632171219063775e-05,-5.213905021980998e-05,-2.3180308446708128e-05,6.307322542480279e-05,-3.3947569134567144e-05
ordinary,-2.4423499440694706e-05,-4.1505550469310145e-05,-5.511335783142599e-05,-3.4585791677270745e-05,-1.5304032902728506e-06
organic,-2.4594439316799917e-05,-4.1533361158542746e-05,-4.890960230143315e-05,-3.8796712620316285e-05,4.597796068596929e-06
organically,-6.14860982919968e-06,-1.0383340289635185e-05,-1.2227400575357696e-05,-9.6991781550786e-06,1.1494490171491839e-06
organize,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
organized,-1.0310919426322431e-05,-2.2826063759448104e-05,0.00010879576173085067,1.46480528194999e-05,-3.16753354679232e-05
oriental,-9.26081147313649e-06,-1.6652504432408434e-05,-3.465533999120327e-05,0.0001478683937888457,5.699887702503636e-06
original,-1.3258681463501023e-05,-2.2057828811064114e-05,-3.022937534465193e-05,-1.677957962493721e-05,3.928025240275437e-06
originally,-9.26081147313649e-06,-1.6652504432408434e-05,-3.465533999120327e-05,0.0001478683937888457,5.699887702503636e-06
ornament,-1.1991314478701353e-05,-1.919711303963796e-05,-2.8112479443666467e-05,-3.0208678337732173e-05,7.956372495115524e-06
oroku,-3.292393677791763e-05,-5.901567785434071e-05,-7.714990612932248e-05,-9.572338660878729e-05,3.485925601644582e-05
orphans,-1.1991314478701353e-05,-1.919711303963796e-05,-2.8112479443666467e-05,-3.0208678337732173e-05,7.956372495115524e-06
osho,-4.9385905166877117e-05,-8.852351678151231e-05,-0.00011572485919398533,-0.00014358507991318287,5.228888402466951e-05
osono,-4.054894000591058e-05,-7.041366512031082e-05,-7.6896240056979e-05,-6.483983293094219e-05,1.441894587949499e-07
other,-1.797201088146781e-06,-2.6419122324592905e-05,-3.556633783098773e-05,-1.5117137448397678e-05,6.937421052750207e-06
others,-3.008230589238424e-05,2.2693798721207006e-06,-4.99088751252059e-05,6.770581023324267e-05,-2.3024339750215464e-05
otherwise,-1.135545266331168e-05,-2.0148277114372526e-05,-2.5664983321136322e-05,-2.411018130190788e-05,-9.329273212125008e-07
otomo,-1.7480839950783327e-05,-3.197013396004712e-05,-5.0460945690953974e-05,-7.855079795983947e-05,-0.00013641145365511873
otsukuri,-1.1991314478701353e-05,-1.919711303963796e-05,-2.8112479443666467e-05,-3.0208678337732173e-05,7.956372495115524e-06
ouch,9.943318578486409e-05,-1.9143848733584193e-05,-8.199462855074257e-05,0.0002636388734119613,7.085202799908204e-06
ouchouchouch,-7.701796971081028e-06,-1.3302071444386119e-05,-2.118298283289703e-05,-1.3966243667949624e-05,-3.909604535379733e-05
ouchouchouchouch,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
ought,-1.229721965839936e-05,-2.076668057927037e-05,-2.4454801150715392e-05,-1.93983563101572e-05,2.2988980342983678e-06
ounce,-7.928414555518232e-06,-1.3576932814116903e-05,-1.7396337793243522e-05,-1.5298875400163303e-05,7.386564149070605e-07
our,-0.0,-0.0,0.0,-0.0,-0.0
ours,-2.3664532218648346e-05,-4.577816802106763e-05,0.0001004464542933515,-9.462789819028415e-06,-3.1903063178522854e-05
ourselves,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
out,-0.0,-0.0,0.0,-0.0,-0.0
outbursts,-1.0310919426322431e-05,-2.2826063759448104e-05,0.00010879576173085067,1.46480528194999e-05,-3.16753354679232e-05
outcome,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
outdo,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
outlaws,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
outoftown,-6.7581566676507335e-06,-1.1735610853383372e-05,-1.2816040009494569e-05,-1.0806638821822074e-05,2.4031576465851683e-08
outrageous,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
outside,1.8113194374665514e-05,-2.2362904392475203e-05,2.232863878542793e-05,-9.561656366399802e-06,-1.621282143698265e-05
outta,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
outwit,-1.0310919426322431e-05,-2.2826063759448104e-05,0.00010879576173085067,1.46480528194999e-05,-3.16753354679232e-05
oven,-3.379078333825857e-05,-5.867805426692534e-05,-6.40802000474821e-05,-5.403319410911815e-05,1.201578823292816e-07
ovens,-6.7581566676507335e-06,-1.1735610853383372e-05,-1.2816040009494569e-05,-1.0806638821822074e-05,2.4031576465851683e-08
over,-0.0,-0.0,0.0,-0.0,-0.0
overall,-6.7581566676507335e-06,-1.1735610853383372e-05,-1.2816040009494569e-05,-1.0806638821822074e-05,2.4031576465851683e-08
overdo,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
overhaul,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
overhead,-6.7581566676507335e-06,-1.1735610853383372e-05,-1.2816040009494569e-05,-1.0806638821822074e-05,2.4031576465851683e-08
overlooking,-6.7581566676507335e-06,-1.1735610853383372e-05,-1.2816040009494569e-05,-1.0806638821822074e-05,2.4031576465851683e-08
overly,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
overslept,-7.19865675408455e-05,0.00018996149961805783,7.907574527518055e-06,-3.652217353497827e-06,-5.740327016461286e-07
overstayed,-1.1991314478701353e-05,-1.919711303963796e-05,-2.8112479443666467e-05,-3.0208678337732173e-05,7.956372495115524e-06
overtake,-7.928414555518232e-06,-1.3576932814116903e-05,-1.7396337793243522e-05,-1.5298875400163303e-05,7.386564149070605e-07
overtaxed,-6.7581566676507335e-06,-1.1735610853383372e-05,-1.2816040009494569e-05,-1.0806638821822074e-05,2.4031576465851683e-08
overthrow,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
overtime,-2.2498728597686965e-05,-3.871246399778564e-05,-7.183501190096397e-05,0.00019578727480878738,1.4272264654045102e-05
overweight,-6.14860982919968e-06,-1.0383340289635185e-05,-1.2227400575357696e-05,-9.6991781550786e-06,1.1494490171491839e-06
overwhelmed,-8.23098419447839e-06,-1.4753919463583356e-05,-1.928747653232824e-05,-2.3930846652193872e-05,8.714814004110368e-06
overwhelmingly,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
ow,0.000411105425142084,6.450957246742958e-05,8.453155083539593e-05,3.876746472996953e-05,5.121280139082671e-05
owe,-1.3698831553743506e-05,-2.8778604211647337e-05,9.807089796909429e-05,-2.792800765599135e-06,5.929586647650239e-05
own,-2.7124283562867994e-05,-5.069540964763736e-05,1.4583423074947977e-05,-3.258574949162002e-05,-7.306216886342591e-06
owner,-7.701796971081028e-06,-1.3302071444386119e-05,-2.118298283289703e-05,-1.3966243667949624e-05,-3.909604535379733e-05
oww,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
oxen,-2.3785243666554693e-05,-4.073079844235071e-05,-5.218901337973056e-05,-4.589662620048987e-05,2.215969244721113e-06
p,0.0001874200727401581,2.948178000364172e-05,-1.9540734639588165e-05,-1.7127568922689165e-05,-5.808957714537991e-05
pachinko,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
pacifier,-6.7581566676507335e-06,-1.1735610853383372e-05,-1.2816040009494569e-05,-1.0806638821822074e-05,2.4031576465851683e-08
pack,-7.701796971081028e-06,-1.3302071444386119e-05,-2.118298283289703e-05,-1.3966243667949624e-05,-3.909604535379733e-05
package,-6.555958487869333e-05,0.00013560443756752195,-1.1375386953993708e-05,-1.8129271168444712e-05,-9.23387971796247e-09
packing,-9.26081147313649e-06,-1.6652504432408434e-05,-3.465533999120327e-05,0.0001478683937888457,5.699887702503636e-06
padded,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
paggot,-1.3866026995135632e-05,-2.253802623376994e-05,-3.1353557838036204e-05,-1.0791163157892958e-05,9.698090599478194e-07
paid,-1.0978433049260334e-05,-1.9442757360611198e-05,-2.761958038336998e-05,-3.6111427221847316e-05,-4.944397762218052e-05
pain,-1.9851077911570167e-05,-3.642160674805024e-05,1.719960580312808e-05,-2.8588602423273336e-05,-9.791560528470298e-06
painful,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
pains,-7.701796971081028e-06,-1.3302071444386119e-05,-2.118298283289703e-05,-1.3966243667949624e-05,-3.909604535379733e-05
paint,-1.7870801147730557e-05,-3.0271463718481185e-05,-3.7433385229738136e-05,-2.5666624651792163e-05,3.097294559282383e-06
painting,-1.0829150120112766e-05,-1.8664215842622248e-05,-2.227711082048023e-05,-1.9248913049673448e-05,5.623683450602913e-07
pair,-1.589582427851993e-05,-2.759105346688941e-05,-4.358489005500865e-05,9.472744186869268e-05,5.897908382168494e-06
palace,-7.184975896335878e-05,-0.00014973507825119097,0.00044178849590747934,-2.9351093413092637e-05,-0.00030880431602123894
palanquin,-8.74041997539093e-06,-1.5985066980022223e-05,-2.5230472845474876e-05,-3.927539897991643e-05,-6.82057268275537e-05
pale,-8.267534381846967e-06,-1.6203686107325783e-05,2.4208694940973432e-05,-1.8435669289966875e-05,0.0001120928157491574
pampers,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
pancakes,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
panic,-1.1496246807704045e-05,-2.012199389147825e-05,-2.668977942386622e-05,-2.2360689864602007e-05,-1.7813594648365234e-05
panicking,-1.644456253957906e-05,-3.098580895202115e-05,5.949185570917949e-05,-1.1473634460981935e-05,-1.7489188376435003e-05
pansy,-3.074304914599957e-05,-5.191670144817797e-05,-6.113700287679091e-05,-4.8495890775394936e-05,5.747245085746087e-06
pants,-8.267534381846967e-06,-1.6203686107325783e-05,2.4208694940973432e-05,-1.8435669289966875e-05,0.0001120928157491574
paper,5.410279719228927e-05,-1.4137680883913714e-05,3.534614342067907e-05,-2.199641546368244e-05,7.994600385482711e-05
parachute,-1.0958080884954009e-05,-1.8320169784664468e-05,-2.4386477985554694e-05,-1.5259067475698437e-05,9.021932316182802e-07
parade,-5.76168893613568e-05,-0.00010327743624509806,-0.0001350123357263167,-0.00016751592656538065,6.100369802878131e-05
parades,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
paradise,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
paragraph,-9.26081147313649e-06,-1.6652504432408434e-05,-3.465533999120327e-05,0.0001478683937888457,5.699887702503636e-06
parasol,-7.928414555518232e-06,-1.3576932814116903e-05,-1.7396337793243522e-05,-1.5298875400163303e-05,7.386564149070605e-07
pardon,-7.928414555518232e-06,-1.3576932814116903e-05,-1.7396337793243522e-05,-1.5298875400163303e-05,7.386564149070605e-07
parents,-6.109251829890423e-05,-0.00011651076291494851,0.00010158498331334493,-5.129469638956388e-05,0.0006426744384038952
park,0.00010198460960845198,-1.592754891888094e-05,-9.120162577706532e-06,-5.960971524804053e-05,0.00011857494020882797
parks,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
parlor,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
paro,-9.26081147313649e-06,-1.6652504432408434e-05,-3.465533999120327e-05,0.0001478683937888457,5.699887702503636e-06
part,-3.401076319026278e-05,-6.063844535208327e-05,-6.247417107208159e-06,-4.878519798584434e-05,-2.7656057907380338e-05
partaking,-9.087054360649138e-05,0.0002693627619092447,2.3540349416310747e-05,5.853475398129245e-06,-8.025388520734566e-07
partially,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
participants,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
participate,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
participated,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
participating,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
partied,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
parties,-1.2303505152123215e-05,-2.179080319849203e-05,-3.8222555889755384e-05,7.117572778448572e-05,-1.6950218902386898e-05
partner,-1.0958080884954009e-05,-1.8320169784664468e-05,-2.4386477985554694e-05,-1.5259067475698437e-05,9.021932316182802e-07
partners,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
partnership,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
parts,-2.0429504594956253e-05,-3.524721425732081e-05,-5.260076955453726e-05,8.757574834628667e-05,6.7454551494146725e-06
party,-4.6188407707736033e-05,-7.977335035002945e-05,-9.375356257176665e-05,-7.861606787798101e-05,9.382544708974567e-06
pascal,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
pass,-7.4685244447786e-05,0.0001437114785222944,-2.946562808573647e-05,8.046621507060772e-06,-3.881827305520527e-05
passed,-1.6692838420055715e-05,-3.035439922664751e-05,-4.053889864720004e-06,-3.1878840396701674e-05,7.157308536779766e-05
passengers,-1.5856829111036465e-05,-2.7153865628233805e-05,-3.4792675586487044e-05,-3.0597750800326606e-05,1.477312829814121e-06
passes,-8.017689972634358e-06,-1.4092662807614201e-05,-1.6560727954519527e-05,-1.6790990612931013e-05,3.230655773078608e-06
passing,-7.928414555518232e-06,-1.3576932814116903e-05,-1.7396337793243522e-05,-1.5298875400163303e-05,7.386564149070605e-07
